,subj_idx,status,runid,condition,cue,coherence,image_index,stim,response,rt,accuracy,stimulus_side,Sn_vals,med_dists,Outliers
2500,5,outside,2,4,invalid,low,37,0,0,0.34087228713542606,1,0,0.072444,0.06263790689263193,False
2501,5,outside,2,2,invalid,high,5,0,0,0.410019593782636,1,1,0.072444,0.06589867734874205,False
2502,5,outside,2,2,invalid,high,17,0,0,0.33667749128289903,1,0,0.072444,0.06529860333102994,False
2503,5,outside,2,3,valid,low,41,0,0,0.444684348050941,1,1,0.072444,0.08657904469509897,False
2504,5,outside,2,1,valid,high,32,1,1,0.358386348667409,1,0,0.072444,0.059621870244882025,False
2505,5,outside,2,3,valid,low,56,1,1,0.383438640837994,1,1,0.072444,0.06133919160492901,False
2506,5,outside,2,3,valid,low,42,0,0,0.42624884512770206,1,0,0.072444,0.07183877145143913,False
2507,5,outside,2,4,invalid,low,70,1,0,0.44949131179964796,0,0,0.072444,0.08982912943975002,False
2508,5,outside,2,1,valid,high,27,1,1,0.38351970045186995,1,0,0.072444,0.06131214519700806,False
2509,5,outside,2,3,valid,low,60,1,1,0.418336706774426,1,1,0.072444,0.06893145535286693,False
2510,5,outside,2,2,invalid,high,32,1,1,0.437616109422379,1,1,0.072444,0.079875998522766,False
2511,5,outside,2,2,invalid,high,12,0,0,0.28946616617759,1,0,0.072444,0.09094796159843099,False
2512,5,outside,2,1,valid,high,3,0,0,0.42904357691077205,1,1,0.072444,0.07447369779765695,False
2513,5,outside,2,1,valid,high,22,1,1,0.489369091683329,1,1,0.072444,0.11963902460411191,False
2514,5,outside,2,4,invalid,low,57,1,1,0.41239539357775395,1,0,0.072444,0.06611776296631405,False
2515,5,outside,2,4,invalid,low,59,1,1,0.537335812983656,1,1,0.072444,0.165315190439287,False
2516,5,outside,2,3,valid,low,64,1,1,0.32032313629679304,1,1,0.072444,0.06728345301598904,False
2517,5,outside,2,4,invalid,low,55,1,1,0.29186290199504605,1,0,0.072444,0.08855122578097496,False
2518,5,outside,2,3,valid,low,58,1,1,0.475728911431361,1,1,0.072444,0.10845779860755994,False
2519,5,outside,2,3,valid,low,62,1,1,0.22099228800289,1,0,0.072444,0.157974203779304,False
2520,5,outside,2,1,valid,high,26,1,1,0.48113738224856195,1,1,0.072444,0.11179538175929299,False
2521,5,outside,2,1,valid,high,12,0,0,0.35618421214530793,1,1,0.072444,0.05922579994876298,False
2522,5,outside,2,4,invalid,low,65,1,1,0.570891179315367,1,0,0.072444,0.19350689377461,False
2523,5,outside,2,1,valid,high,9,0,0,0.302008806069352,1,1,0.072444,0.08132546811975794,False
2524,5,outside,2,4,invalid,low,71,1,1,0.41218055487479405,1,0,0.072444,0.06633260166927396,False
2525,5,outside,2,3,valid,low,65,1,1,0.33754246138050803,1,0,0.072444,0.064867895918724,False
2526,5,outside,2,2,invalid,high,11,0,0,0.286516612293781,1,0,0.072444,0.09318003800581198,False
2527,5,outside,2,1,valid,high,16,0,0,0.467444947767945,1,0,0.072444,0.10354681900935298,False
2528,5,outside,2,1,valid,high,13,0,0,0.454805994693743,1,1,0.072444,0.09514381233384506,False
2529,5,outside,2,3,valid,low,37,0,0,0.3523565642753971,1,1,0.072444,0.06003882930235688,False
2530,5,outside,2,1,valid,high,35,1,1,0.30386097633163395,1,1,0.072444,0.07957766450636006,False
2531,5,outside,2,2,invalid,high,13,0,0,0.43807302978166296,1,1,0.072444,0.08033291888204996,False
2532,5,outside,2,2,invalid,high,22,1,1,0.358105303355842,1,1,0.072444,0.059572939906501976,False
2533,5,outside,2,1,valid,high,18,0,0,0.362224025426258,1,1,0.072444,0.05824782507624998,False
2534,5,outside,2,2,invalid,high,31,1,1,0.21722805029276102,1,1,0.072444,0.16173844148943298,False
2535,5,outside,2,4,invalid,low,48,0,0,0.470368216552743,1,1,0.072444,0.10647008779415101,False
2537,5,outside,2,2,invalid,high,16,0,0,0.48355659910885207,1,0,0.072444,0.11421459861958311,False
2538,5,outside,2,4,invalid,low,40,0,0,0.334774056991591,1,0,0.072444,0.06661033801719896,False
2539,5,outside,2,3,valid,low,53,0,0,0.278769675725925,1,0,0.072444,0.10019681605626901,False
2540,5,outside,2,2,invalid,high,8,0,0,0.290664423373528,1,0,0.072444,0.08974970440249302,False
2541,5,outside,2,2,invalid,high,3,0,0,0.25713345876647503,1,0,0.072444,0.12183303301571896,False
2542,5,outside,2,2,invalid,high,30,1,1,0.3317034722313111,1,0,0.072444,0.06802285671801683,False
2543,5,outside,2,3,valid,low,61,1,1,0.3876065893127821,1,1,0.072444,0.059848541601239924,False
2544,5,outside,2,2,invalid,high,27,1,1,0.292893011686829,1,0,0.072444,0.087521116089192,False
2546,5,outside,2,4,invalid,low,47,0,0,0.441410625375283,1,1,0.072444,0.08367051447566998,False
2547,5,outside,2,4,invalid,low,38,0,0,0.369580601523921,1,1,0.072444,0.05760406529225298,False
2548,5,outside,2,3,valid,low,71,1,1,0.3699865738271911,1,1,0.072444,0.05719809298898293,False
2549,5,outside,2,3,valid,low,44,0,0,0.35966218235989794,1,1,0.072444,0.058674524414528084,False
2550,5,outside,2,1,valid,high,36,1,1,0.24967920112248998,1,1,0.072444,0.129287290659704,False
2551,5,outside,2,4,invalid,low,67,1,1,0.317381551292783,1,0,0.072444,0.07020410199402305,False
2552,5,outside,2,2,invalid,high,15,0,0,0.291492900345474,1,1,0.072444,0.08892122743054703,False
2553,5,outside,2,1,valid,high,1,0,0,0.36259908505962796,1,0,0.072444,0.05787276544288,False
2554,5,outside,2,1,valid,high,33,1,1,0.311235007822688,1,1,0.072444,0.072566991861095,False
2555,5,outside,2,3,valid,low,43,0,0,0.29695841219654495,1,0,0.072444,0.08527457230593499,False
2556,5,outside,2,1,valid,high,2,0,0,0.403510194028058,1,1,0.072444,0.06445293965589405,False
2557,5,outside,2,1,valid,high,31,1,1,0.271823117327585,1,1,0.072444,0.10714337445460898,False
2558,5,outside,2,3,valid,low,51,0,0,0.383801999683783,1,1,0.072444,0.06102984596509503,False
2559,5,outside,2,4,invalid,low,50,0,0,0.230140657004085,1,0,0.072444,0.14882583477810898,False
2560,5,outside,2,1,valid,high,4,0,0,0.280385349757125,1,0,0.072444,0.09858114202506901,False
2561,5,outside,2,1,valid,high,10,0,0,0.27889299800153805,1,0,0.072444,0.10007349378065594,False
2562,5,outside,2,3,valid,low,49,0,0,0.26744117107227805,1,1,0.072444,0.11152532070991594,False
2563,5,outside,2,2,invalid,high,18,0,0,0.331240767405689,1,1,0.072444,0.06848556154363894,False
2564,5,outside,2,1,valid,high,19,1,1,0.313608491342166,1,0,0.072444,0.07322571660552002,False
2565,5,outside,2,3,valid,low,47,0,0,0.48759736900319706,1,0,0.072444,0.11786730192397998,False
2566,5,outside,2,4,invalid,low,46,0,0,0.35076826009026296,1,0,0.072444,0.06076611921889691,False
2567,5,outside,2,2,invalid,high,19,1,1,0.32484408382879304,1,0,0.072444,0.06907084972772298,False
2568,5,outside,2,3,valid,low,69,1,1,0.48325029621992105,1,0,0.072444,0.11390829573065209,False
2569,5,outside,2,2,invalid,high,14,0,0,0.378966491782194,1,1,0.072444,0.060568086555576994,False
2570,5,outside,2,2,invalid,high,35,1,1,0.318060216886806,1,0,0.072444,0.06952543640000003,False
2571,5,outside,2,4,invalid,low,62,1,0,0.494132553780219,0,1,0.072444,0.12438151086826194,False
2572,5,outside,2,4,invalid,low,51,0,0,0.381928047492693,1,1,0.072444,0.06110703682861701,False
2573,5,outside,2,1,valid,high,8,0,0,0.40197609461392897,1,0,0.072444,0.06508705368469292,False
2574,5,outside,2,4,invalid,low,64,1,1,0.36975104291195704,1,1,0.072444,0.05743362390421697,False
2575,5,outside,2,1,valid,high,5,0,0,0.34811875441300805,1,0,0.072444,0.06042883648115094,False
2576,5,outside,2,1,valid,high,23,1,1,0.20577341448006303,1,0,0.072444,0.17319307730213096,False
2577,5,outside,2,2,invalid,high,7,0,0,0.355074530634738,1,1,0.072444,0.05879639372869899,False
2578,5,outside,2,4,invalid,low,60,1,1,0.33961857372560195,1,1,0.072444,0.06279178357363008,False
2579,5,outside,2,4,invalid,low,39,0,0,0.503517274708429,1,1,0.072444,0.13376623179647196,False
2580,5,outside,2,1,valid,high,29,1,1,0.486179866958992,1,0,0.072444,0.11659926543507099,False
2581,5,outside,2,3,valid,low,54,0,0,0.271033691078628,1,0,0.072444,0.10793280070356598,False
2936,6,outside,1,1,valid,high,24,1,1,0.56546886889555,1,1,0.135014,0.151079069391016,False
2937,6,outside,1,2,invalid,high,33,1,1,0.532897561521168,1,0,0.135014,0.13054058770921995,False
2938,6,outside,1,2,invalid,high,15,0,0,0.594132353920031,1,1,0.135014,0.17232924463496602,False
2939,6,outside,1,1,valid,high,6,0,0,0.5872246478802479,1,0,0.135014,0.16952015499737183,False
2940,6,outside,1,3,valid,low,59,1,1,0.534089218263034,1,1,0.135014,0.130709938331165,False
2942,6,outside,1,2,invalid,high,19,1,1,0.520469755219892,1,1,0.135014,0.123414133285223,False
2944,6,outside,1,4,invalid,low,69,1,1,0.8730901767357859,1,1,0.135014,0.39735676544751086,False
2945,6,outside,1,3,valid,low,38,0,0,0.868645803336221,1,1,0.135014,0.3929123920479459,False
2946,6,outside,1,2,invalid,high,12,0,0,0.44651636277649204,1,1,0.135014,0.09575922351814303,False
2947,6,outside,1,3,valid,low,64,1,1,0.488790613056153,1,1,0.135014,0.108007876773627,False
2948,6,outside,1,1,valid,high,23,1,1,0.36138911345824504,1,1,0.135014,0.12123034398791699,False
2949,6,outside,1,4,invalid,low,62,1,1,0.533709988711053,1,0,0.135014,0.130330708779184,False
2950,6,outside,1,3,valid,low,60,1,1,0.464044568702775,1,1,0.135014,0.10142430019277504,False
2951,6,outside,1,3,valid,low,43,0,1,0.7908444156946641,0,1,0.135014,0.3240300466795812,False
2952,6,outside,1,1,valid,high,16,0,0,0.482619457446162,1,1,0.135014,0.10696001219093798,False
2953,6,outside,1,4,invalid,low,41,0,0,0.575418882734994,1,0,0.135014,0.16028869393267103,False
2954,6,outside,1,3,valid,low,51,0,0,0.364453123435851,1,1,0.135014,0.11816633401031101,False
2955,6,outside,1,3,valid,low,65,1,1,0.445044072983364,1,1,0.135014,0.09614993733521293,False
2956,6,outside,1,2,invalid,high,16,0,0,0.49697265956183395,1,1,0.135014,0.11045558275054596,False
2957,6,outside,1,3,valid,low,45,0,0,0.515453723647624,1,0,0.135014,0.12028976871624697,False
2958,6,outside,1,3,valid,low,44,0,0,0.7805212453313292,1,0,0.135014,0.31419839342197514,False
2960,6,outside,1,2,invalid,high,22,1,1,0.420753453396173,1,1,0.135014,0.09971630182371904,False
2961,6,outside,1,3,valid,low,54,0,0,0.503912895230314,1,1,0.135014,0.113815733020602,False
2962,6,outside,1,2,invalid,high,3,0,0,0.474242790457538,1,1,0.135014,0.10333501475724899,False
2963,6,outside,1,1,valid,high,19,1,1,0.313686943054563,1,0,0.135014,0.168372226040447,False
2964,6,outside,1,3,valid,low,39,0,0,0.54181425270508,1,0,0.135014,0.13626121727975204,False
2965,6,outside,1,4,invalid,low,57,1,1,0.38185816957047797,1,0,0.135014,0.10839150248921198,False
2966,6,outside,1,4,invalid,low,66,1,1,0.47354909455043503,1,0,0.135014,0.10264131885014605,False
2967,6,outside,1,3,valid,low,49,0,0,0.5064939490539471,1,0,0.135014,0.11585988002025205,False
2968,6,outside,1,1,valid,high,15,0,0,0.364580517675677,1,0,0.135014,0.11803893977048502,False
2969,6,outside,1,1,valid,high,26,1,1,0.33561450585148106,1,0,0.135014,0.14644466324352895,False
2970,6,outside,1,4,invalid,low,60,1,1,0.6074150587928671,1,1,0.135014,0.18148506529178104,False
2971,6,outside,1,4,invalid,low,71,1,1,0.6521997058025589,1,1,0.135014,0.21644609753366206,False
2972,6,outside,1,3,valid,low,67,1,1,0.466322851909354,1,0,0.135014,0.10146084035932296,False
2973,6,outside,1,4,invalid,low,67,1,1,0.617728628250916,1,0,0.135014,0.1869095794481832,False
2974,6,outside,1,2,invalid,high,8,0,0,0.533892264105816,1,1,0.135014,0.13051298417394702,False
2975,6,outside,1,4,invalid,low,39,0,0,0.31365978734447697,1,1,0.135014,0.16839938175053304,False
2976,6,outside,1,3,valid,low,69,1,1,0.8057058338754359,1,0,0.135014,0.33474455284249394,False
2977,6,outside,1,3,valid,low,40,0,0,0.45239217174184904,1,1,0.135014,0.09667858673401503,False
2978,6,outside,1,4,invalid,low,54,0,0,0.47246449076828895,1,1,0.135014,0.10176743989359288,False
2979,6,outside,1,1,valid,high,4,0,0,0.27870251187232503,1,0,0.135014,0.20335665722268498,False
2980,6,outside,1,1,valid,high,7,0,0,0.335045400291165,1,1,0.135014,0.14701376880384504,False
2981,6,outside,1,2,invalid,high,14,0,0,0.37069705087469607,1,1,0.135014,0.11610798841866188,False
2982,6,outside,1,1,valid,high,8,0,0,0.332372191209288,1,1,0.135014,0.149686977885722,False
2983,6,outside,1,3,valid,low,56,1,1,0.503670374712783,1,1,0.135014,0.11373716681191604,False
2984,6,outside,1,1,valid,high,27,1,1,0.29848649522773496,1,1,0.135014,0.18357267386727505,False
2985,6,outside,1,4,invalid,low,65,1,1,0.375510836472131,1,1,0.135014,0.11201291233464905,False
2986,6,outside,1,2,invalid,high,35,1,1,0.395163954931377,1,0,0.135014,0.10223976016459296,False
2987,6,outside,1,1,valid,high,9,0,0,0.471152545303994,1,0,0.135014,0.10266598663292803,False
2988,6,outside,1,2,invalid,high,11,0,0,0.501056719109329,1,0,0.135014,0.11412816425217903,False
2989,6,outside,1,1,valid,high,2,0,0,0.48590104150844105,1,1,0.135014,0.10778621253848508,False
2990,6,outside,1,4,invalid,low,47,0,0,0.41185810612842,1,1,0.135014,0.09503946161294097,False
2991,6,outside,1,1,valid,high,25,1,1,0.30199788401841904,1,0,0.135014,0.18006128507659097,False
2992,6,outside,1,2,invalid,high,31,1,1,0.34101696951984195,1,0,0.135014,0.14104219957516806,False
2993,6,outside,1,3,valid,low,46,0,0,0.290398039514912,1,0,0.135014,0.191661129580098,False
2994,6,outside,1,2,invalid,high,32,1,1,0.335627868500524,1,0,0.135014,0.146431300594486,False
2995,6,outside,1,3,valid,low,62,1,1,0.42029527947215706,1,1,0.135014,0.09937254511714905,False
2996,6,outside,1,4,invalid,low,45,0,0,0.628803468169281,1,1,0.135014,0.19652014069288304,False
2997,6,outside,1,1,valid,high,3,0,0,0.428461097237232,1,1,0.135014,0.09983299549458002,False
2998,6,outside,1,1,valid,high,1,0,0,0.37931634784854396,1,0,0.135014,0.10947426520760906,False
2999,6,outside,1,3,valid,low,57,1,1,0.435687727994264,1,0,0.135014,0.09857436130369007,False
3000,6,outside,1,1,valid,high,22,1,1,0.340103674355305,1,0,0.135014,0.14195549473970503,False
3001,6,outside,1,4,invalid,low,63,1,1,0.36603033901064896,1,1,0.135014,0.11729280585132099,False
3002,6,outside,1,1,valid,high,21,1,1,0.257266247243933,1,1,0.135014,0.22479292185107702,False
3003,6,outside,1,2,invalid,high,20,1,1,0.317561583938186,1,1,0.135014,0.164497585156824,False
3004,6,outside,1,1,valid,high,28,1,1,0.252958776935884,1,1,0.135014,0.22910039215912603,False
3005,6,outside,1,4,invalid,low,61,1,1,0.5947965380510141,1,0,0.135014,0.17283012131792885,False
3006,6,outside,1,4,invalid,low,46,0,0,0.46681436901508294,1,0,0.135014,0.10096932325359403,False
3007,6,outside,1,2,invalid,high,27,1,1,0.36100048949902,1,1,0.135014,0.121618967947142,False
3008,6,outside,1,3,valid,low,55,1,1,0.7629051658668691,1,0,0.135014,0.2993213709714841,False
3009,6,outside,1,1,valid,high,32,1,1,0.448223147039243,1,1,0.135014,0.09464056003162197,False
3010,6,outside,1,4,invalid,low,43,0,0,0.831545356441893,1,0,0.135014,0.35799626189145795,False
3011,6,outside,1,2,invalid,high,30,1,1,0.266953483874204,1,1,0.135014,0.21510568522080603,False
3012,6,outside,1,2,invalid,high,17,0,0,0.557135877444125,1,1,0.135014,0.14527777131570496,False
3013,6,outside,1,2,invalid,high,21,1,1,0.356415914017816,1,0,0.135014,0.126203543428346,False
3014,6,outside,1,4,invalid,low,48,0,0,0.48069295699315295,1,1,0.135014,0.10653169088709491,False
3015,6,outside,1,3,valid,low,66,1,1,0.30318161671675603,1,1,0.135014,0.17887755237825398,False
3016,6,outside,1,2,invalid,high,5,0,0,0.5938162629490761,1,1,0.135014,0.17201315366401104,False
3018,6,outside,1,2,invalid,high,7,0,0,0.42329201593474897,1,1,0.135014,0.099542037548418,False
3019,6,outside,1,2,invalid,high,6,0,0,0.48170680665407395,1,0,0.135014,0.10619597018194293,False
3020,6,outside,1,1,valid,high,34,1,1,0.380083778412882,1,1,0.135014,0.10870683464327102,False
3021,6,outside,1,3,valid,low,58,1,1,0.499857727963899,1,0,0.135014,0.11292917310674899,False
3022,6,outside,1,2,invalid,high,28,1,1,0.37205290325437107,1,0,0.135014,0.11478665601043808,False
3023,6,outside,1,2,invalid,high,9,0,0,0.5672685547951911,1,0,0.135014,0.1528787552906571,False
3024,6,outside,1,1,valid,high,29,1,1,0.46197413925528996,1,0,0.135014,0.10058502579704492,False
3025,6,outside,1,2,invalid,high,26,1,1,0.399062654057161,1,0,0.135014,0.10057615882942605,False
3026,6,outside,1,4,invalid,low,64,1,1,0.350757139258349,1,1,0.135014,0.13186231818781302,False
3028,6,outside,1,3,valid,low,72,1,1,0.856598214290898,1,0,0.135014,0.38304911974046296,False
3029,6,outside,1,1,valid,high,5,0,0,0.415074757815091,1,1,0.135014,0.09825611329961198,False
3030,6,outside,1,2,invalid,high,24,1,1,0.393818947420186,1,1,0.135014,0.10342090790527403,False
3031,6,outside,1,2,invalid,high,1,0,0,0.48020745569192497,1,0,0.135014,0.10696906824068703,False
3032,6,outside,1,2,invalid,high,10,0,0,0.573818531936922,1,1,0.135014,0.15868834313459906,False
3033,6,outside,1,4,invalid,low,49,0,0,0.534262089297954,1,0,0.135014,0.13088280936608504,False
3034,6,outside,1,3,valid,low,42,0,1,0.589496887915629,0,0,0.135014,0.17050303247106002,False
3035,6,outside,1,2,invalid,high,34,1,1,0.5997331799117089,1,0,0.135014,0.17560741028682997,False
3036,6,outside,1,4,invalid,low,59,1,1,0.45019314887485995,1,1,0.135014,0.09447956386702594,False
3038,6,outside,1,1,valid,high,18,0,0,0.477669948032599,1,0,0.135014,0.10496142159991001,False
3039,6,outside,1,2,invalid,high,36,1,1,0.37565944525522404,1,0,0.135014,0.11186430355155602,False
3040,6,outside,1,3,valid,low,41,0,0,0.538981672072623,1,0,0.135014,0.13385778891824907,False
3041,6,outside,1,1,valid,high,17,0,0,0.6272389808218579,1,1,0.135014,0.19495565334545994,False
3042,6,outside,1,3,valid,low,53,0,0,0.514855230708235,1,0,0.135014,0.11969127577685801,False
3043,6,outside,1,4,invalid,low,56,1,1,0.403379279931869,1,0,0.135014,0.09823179133763904,False
3044,6,outside,1,3,valid,low,71,1,1,0.761265423740042,1,1,0.135014,0.29768162884465704,False
3045,6,outside,1,4,invalid,low,70,1,1,0.39006475697624393,1,1,0.135014,0.10357751537139898,False
3046,6,outside,1,4,invalid,low,44,0,1,0.561452495856429,0,1,0.135014,0.1489126682063211,False
3047,6,outside,1,4,invalid,low,52,0,0,0.758195400447221,1,0,0.135014,0.294611605551836,False
3048,6,outside,1,1,valid,high,20,1,1,0.36784111110682705,1,1,0.135014,0.1167369335698819,False
3049,6,outside,1,4,invalid,low,68,1,1,0.654320150021704,1,0,0.135014,0.21432565331451703,False
3050,6,outside,1,1,valid,high,10,0,0,0.49498305038287105,1,0,0.135014,0.11047661069915193,False
3051,6,outside,1,2,invalid,high,23,1,1,0.434783312238324,1,0,0.135014,0.09916880638684294,False
3052,6,outside,1,3,valid,low,52,0,0,0.617407541524699,1,1,0.135014,0.1872306661744002,False
3053,6,outside,1,3,valid,low,68,1,1,0.39479434121312795,1,0,0.135014,0.10260937388284203,False
3054,6,outside,1,3,valid,low,63,1,1,0.43228332747639797,1,0,0.135014,0.09991113626710996,False
3055,6,outside,1,3,valid,low,50,0,0,0.500837627389046,1,0,0.135014,0.11390907253189603,False
3056,6,outside,1,2,invalid,high,2,0,0,0.528294092731812,1,0,0.135014,0.1260260572898919,False
3057,6,outside,1,1,valid,high,13,0,0,0.36613011229837894,1,0,0.135014,0.11739257913905096,False
3058,6,outside,1,3,valid,low,48,0,0,0.854355772144118,1,1,0.135014,0.3808066775936829,False
3059,6,outside,1,1,valid,high,31,1,1,0.35022665874657805,1,1,0.135014,0.13239279869958398,False
3060,6,outside,1,2,invalid,high,18,0,0,0.4568789518370979,1,1,0.135014,0.10025692560702704,False
3061,6,outside,1,4,invalid,low,50,0,0,0.582333786343042,1,0,0.135014,0.16688670048188198,False
3062,6,outside,1,3,valid,low,47,0,0,0.333441053884599,1,1,0.135014,0.14861811521041102,False
3063,6,outside,1,1,valid,high,14,0,0,0.370907775700289,1,0,0.135014,0.11589726359306896,False
3065,6,outside,1,1,valid,high,36,1,1,0.418993855444569,1,0,0.135014,0.09807112108956101,False
3066,6,outside,1,4,invalid,low,40,0,0,0.6503204236942111,1,0,0.135014,0.21463269569994708,False
3067,6,outside,1,1,valid,high,30,1,1,0.40555303542532795,1,1,0.135014,0.09811733928745503,False
3068,6,outside,1,4,invalid,low,55,1,1,0.8046382076990992,1,0,0.135014,0.3336769266661572,False
3070,6,outside,1,2,invalid,high,29,1,1,0.391567673136706,1,0,0.135014,0.10341537724616506,False
3071,6,outside,1,4,invalid,low,58,1,0,0.7714475710072289,0,1,0.135014,0.3051247190978749,False
3072,6,outside,1,3,valid,low,61,1,1,0.423216649199276,1,1,0.135014,0.09946667081294502,False
3073,6,outside,1,1,valid,high,33,1,1,0.41532334887233396,1,1,0.135014,0.09837028172751211,False
3074,6,outside,1,2,invalid,high,25,1,1,0.506588905716853,1,0,0.135014,0.11595483668315798,False
3075,6,outside,1,2,invalid,high,4,0,0,0.605459661082023,1,1,0.135014,0.17952966758093697,False
3076,6,outside,1,1,valid,high,35,1,1,0.42412576962487897,1,0,0.135014,0.100375791238548,False
3077,6,outside,1,4,invalid,low,51,0,0,0.72581501401055,1,1,0.135014,0.26430477588382906,False
3078,6,outside,1,1,valid,high,11,0,0,0.5281441827628439,1,0,0.135014,0.12617596725886004,False
3079,6,outside,1,1,valid,high,12,0,0,0.424688530973071,1,0,0.135014,0.10093855258674006,False
3080,6,outside,2,4,invalid,low,59,1,1,0.5901871629248491,1,1,0.135014,0.17107826081519295,False
3081,6,outside,2,1,valid,high,4,0,0,0.374990755489307,1,1,0.135014,0.11253299331747307,False
3082,6,outside,2,1,valid,high,12,0,0,0.390634069033695,1,0,0.135014,0.10389512397614503,False
3083,6,outside,2,3,valid,low,51,0,0,0.380341599674466,1,0,0.135014,0.108449013381687,False
3084,6,outside,2,4,invalid,low,55,1,1,0.33333454329385903,1,1,0.135014,0.14872462580115098,False
3085,6,outside,2,1,valid,high,17,0,0,0.406583728343321,1,1,0.135014,0.097329166886993,False
3087,6,outside,2,1,valid,high,29,1,1,0.32422980472893,1,1,0.135014,0.15782936436608003,False
3088,6,outside,2,4,invalid,low,47,0,0,0.39705562193466903,1,0,0.135014,0.10034809316130094,False
3089,6,outside,2,4,invalid,low,44,0,0,0.41513018880232294,1,0,0.135014,0.09831154428684391,False
3090,6,outside,2,1,valid,high,14,0,0,0.377918922230492,1,1,0.135014,0.110871690825661,False
3091,6,outside,2,1,valid,high,18,0,0,0.380841468746439,1,1,0.135014,0.10794914430971403,False
3092,6,outside,2,4,invalid,low,54,0,0,0.46173784104030297,1,0,0.135014,0.10034872758205793,False
3093,6,outside,2,3,valid,low,68,1,0,0.8331191585830309,0,0,0.135014,0.35957006403259584,False
3094,6,outside,2,4,invalid,low,60,1,1,0.8571984736581729,1,0,0.135014,0.3836493791077379,False
3095,6,outside,2,3,valid,low,41,0,0,0.7684442937870699,1,1,0.135014,0.3043997250842949,False
3096,6,outside,2,4,invalid,low,40,0,0,0.5059930848101429,1,1,0.135014,0.11535901577644792,False
3097,6,outside,2,1,valid,high,21,1,1,0.405123883154374,1,1,0.135014,0.098546491558409,False
3098,6,outside,2,2,invalid,high,10,0,0,0.571544244338838,1,0,0.135014,0.15641405553651505,False
3099,6,outside,2,3,valid,low,44,0,0,0.355713585007834,1,0,0.135014,0.12690587243832802,False
3100,6,outside,2,1,valid,high,10,0,0,0.4341876306552879,1,1,0.135014,0.09952235805576509,False
3101,6,outside,2,2,invalid,high,30,1,1,0.372708526432689,1,0,0.135014,0.11481522237409109,False
3102,6,outside,2,2,invalid,high,18,0,0,0.563957130550989,1,0,0.135014,0.14956733104645492,False
3103,6,outside,2,4,invalid,low,41,0,0,0.48457804467670895,1,1,0.135014,0.10665912244621695,False
3104,6,outside,2,1,valid,high,13,0,0,0.481940753778872,1,0,0.135014,0.106429917306741,False
3105,6,outside,2,1,valid,high,22,1,1,0.320922734355008,1,0,0.135014,0.161136434740002,False
3106,6,outside,2,4,invalid,low,42,0,1,0.780791553492236,0,1,0.135014,0.3144687015828819,False
3107,6,outside,2,1,valid,high,30,1,1,0.28673894505755,1,1,0.135014,0.19532022403746002,False
3108,6,outside,2,2,invalid,high,11,0,0,0.526538955630713,1,1,0.135014,0.12747630157355194,False
3109,6,outside,2,4,invalid,low,62,1,1,0.721584517637893,1,1,0.135014,0.2647055658007951,False
3110,6,outside,2,4,invalid,low,37,0,0,0.607993130837713,1,0,0.135014,0.182063137336627,False
3111,6,outside,2,1,valid,high,36,1,1,0.409000004354311,1,0,0.135014,0.09554950381425503,False
3112,6,outside,2,3,valid,low,62,1,1,0.683604494437532,1,1,0.135014,0.23488189629642908,False
3113,6,outside,2,3,valid,low,61,1,1,0.7103651640627501,1,1,0.135014,0.25348621222565215,False
3114,6,outside,2,4,invalid,low,49,0,0,0.6746939757986179,1,1,0.135014,0.22722345865167914,False
3115,6,outside,2,3,valid,low,52,0,0,0.384667891140452,1,0,0.135014,0.10671220731910597,False
3116,6,outside,2,1,valid,high,35,1,1,0.32374997838633096,1,0,0.135014,0.15830919070867905,False
3117,6,outside,2,2,invalid,high,7,0,0,0.43089564955062104,1,1,0.135014,0.09852345834133303,False
3118,6,outside,2,4,invalid,low,66,1,1,0.290338396469451,1,0,0.135014,0.19172077262555903,False
3119,6,outside,2,2,invalid,high,9,0,0,0.470961281032942,1,0,0.135014,0.10285725090398001,False
3120,6,outside,2,1,valid,high,31,1,1,0.34188097389869704,1,1,0.135014,0.14017819519631297,False
3121,6,outside,2,1,valid,high,28,1,1,0.31681864451547903,1,1,0.135014,0.16524052457953098,False
3122,6,outside,2,3,valid,low,47,0,0,0.539510100045845,1,1,0.135014,0.134386216891471,False
3124,6,outside,2,4,invalid,low,69,1,1,0.64147128715922,1,0,0.135014,0.20728365650393205,False
3125,6,outside,2,3,valid,low,40,0,0,0.500859991354446,1,1,0.135014,0.11393143649729603,False
3126,6,outside,2,4,invalid,low,39,0,0,0.4936422723476429,1,1,0.135014,0.11178410277716494,False
3127,6,outside,2,2,invalid,high,29,1,1,0.373128495769379,1,1,0.135014,0.11439525303740106,False
3128,6,outside,2,1,valid,high,3,0,0,0.46774298233958705,1,1,0.135014,0.10171264332893809,False
3129,6,outside,2,4,invalid,low,64,1,1,0.43429185235436296,1,0,0.135014,0.09941813635669006,False
3131,6,outside,2,3,valid,low,37,0,0,0.5426629339490321,1,0,0.135014,0.13710989852370414,False
3132,6,outside,2,2,invalid,high,12,0,0,0.37811482896995596,1,0,0.135014,0.11067578408619705,False
3134,6,outside,2,3,valid,low,46,0,0,0.397868367578667,1,0,0.135014,0.09953534751730297,False
3135,6,outside,2,3,valid,low,57,1,1,0.49740371509597,1,1,0.135014,0.11058941574174302,False
3136,6,outside,2,4,invalid,low,56,1,1,0.36249817106363497,1,0,0.135014,0.12012128638252706,False
