,subj_idx,status,runid,condition,cue,coherence,image_index,stim,response,rt,accuracy,stimulus_side,Sn_vals,med_dists,Outliers
4424,8,outside,2,4,invalid,low,57,1,1,0.328230151607386,1,0,0.081289,0.06161829609300201,False
4425,8,outside,2,1,valid,high,13,0,0,0.349526663867437,1,0,0.081289,0.06561204894933398,False
4427,8,outside,2,4,invalid,low,40,0,0,0.580038470557156,1,0,0.081289,0.23167539487803895,False
4428,8,outside,2,1,valid,high,10,0,0,0.321336515370604,1,1,0.081289,0.061858996439695946,False
4429,8,outside,2,2,invalid,high,8,0,0,0.28241882601651,1,1,0.081289,0.07453433222963202,False
4430,8,outside,2,3,valid,low,60,1,1,0.38900948453647294,1,1,0.081289,0.07543912301116501,False
4431,8,outside,2,2,invalid,high,28,1,1,0.28417276298023403,1,1,0.081289,0.07285706768652694,False
4433,8,outside,2,4,invalid,low,63,1,1,0.418338008738829,1,0,0.081289,0.09487284228180204,False
4434,8,outside,2,3,valid,low,50,0,0,0.441950618712326,1,0,0.081289,0.111224381521424,False
4435,8,outside,2,3,valid,low,38,0,0,0.35490405311702505,1,0,0.081289,0.06549671440279797,False
4436,8,outside,2,3,valid,low,40,0,0,0.43064758439413703,1,1,0.081289,0.10438864890875305,False
4437,8,outside,2,2,invalid,high,1,0,0,0.275071238202145,1,1,0.081289,0.08170495498416103,False
4438,8,outside,2,4,invalid,low,50,0,0,0.374086963661284,1,0,0.081289,0.07173221128596197,False
4439,8,outside,2,3,valid,low,44,0,0,0.48792745999889997,1,0,0.081289,0.14797976831323395,False
4440,8,outside,2,4,invalid,low,45,0,0,0.34729101024640796,1,1,0.081289,0.06563166114574398,False
4441,8,outside,2,2,invalid,high,27,1,1,0.504502194648012,1,1,0.081289,0.16192520719596398,False
4442,8,outside,2,3,valid,low,67,1,1,0.5684315603866711,1,1,0.081289,0.22006848470755408,False
4443,8,outside,2,4,invalid,low,47,0,0,0.478652764223625,1,1,0.081289,0.141070669714281,False
4444,8,outside,2,2,invalid,high,24,1,1,0.46444860754763795,1,1,0.081289,0.12882418248773292,False
4445,8,outside,2,1,valid,high,3,0,0,0.384974972244891,1,1,0.081289,0.07612400242669604,False
4446,8,outside,2,1,valid,high,31,1,1,0.36689670382929795,1,1,0.081289,0.07148076316570995,False
4447,8,outside,2,2,invalid,high,32,1,1,0.41308510954604605,1,0,0.081289,0.09174859417544207,False
4448,8,outside,2,4,invalid,low,64,1,1,0.28391461491810305,1,0,0.081289,0.07311521574865792,False
4449,8,outside,2,1,valid,high,28,1,1,0.27593715787315903,1,1,0.081289,0.08101600037298301,False
4450,8,outside,2,3,valid,low,69,1,1,0.514068478487388,1,0,0.081289,0.17036702026052802,False
4451,8,outside,2,3,valid,low,62,1,1,0.29589810265770194,1,0,0.081289,0.06507547386809204,False
4452,8,outside,2,3,valid,low,54,0,0,0.348363075679117,1,1,0.081289,0.06573465068140699,False
4453,8,outside,2,1,valid,high,6,0,0,0.449007439474371,1,0,0.081289,0.11537669636709297,False
4454,8,outside,2,2,invalid,high,29,1,1,0.34503440593289303,1,0,0.081289,0.06420713345960405,False
4455,8,outside,2,1,valid,high,35,1,1,0.325977973286172,1,0,0.081289,0.061634231157768005,False
4456,8,outside,2,4,invalid,low,68,1,1,0.398919714511976,1,0,0.081289,0.07973304971164902,False
4457,8,outside,2,3,valid,low,37,0,0,0.443597831786064,1,0,0.081289,0.11202336645328598,False
4459,8,outside,2,1,valid,high,12,0,1,0.40598469064389103,0,1,0.081289,0.085812820823776,False
4460,8,outside,2,4,invalid,low,56,1,1,0.5500646869122651,1,1,0.081289,0.20294858671150007,False
4462,8,outside,2,1,valid,high,4,0,0,0.5416264116565801,1,0,0.081289,0.1949774539352801,False
4463,8,outside,2,2,invalid,high,21,1,1,0.25516819704262195,1,0,0.081289,0.099808453297555,False
4464,8,outside,2,3,valid,low,39,0,0,0.305470412215982,1,1,0.081289,0.061989156442905036,False
4465,8,outside,2,2,invalid,high,2,0,0,0.417385139089674,1,1,0.081289,0.09557587597737399,False
4466,8,outside,2,4,invalid,low,66,1,1,0.45671538368242204,1,1,0.081289,0.12262953958088507,False
4467,8,outside,2,3,valid,low,57,1,1,0.459396806145378,1,0,0.081289,0.124637069241544,False
4468,8,outside,2,4,invalid,low,72,1,1,0.35677619318630605,1,1,0.081289,0.06589988026917104,False
4469,8,outside,2,2,invalid,high,26,1,1,0.37242236755628294,1,0,0.081289,0.07057800002985493,False
4470,8,outside,2,2,invalid,high,36,1,1,0.391944410132055,1,0,0.081289,0.07706412153402198,False
4471,8,outside,2,3,valid,low,64,1,1,0.214628263283885,1,1,0.081289,0.13930348711619395,False
4472,8,outside,2,4,invalid,low,53,0,1,0.29748769324032803,0,1,0.081289,0.06374962168229092,False
4474,8,outside,2,3,valid,low,66,1,1,0.34370145822686,1,0,0.081289,0.062876061638235,False
4476,8,outside,2,4,invalid,low,48,0,0,0.43337837943727203,1,1,0.081289,0.10607128982610403,False
4477,8,outside,2,4,invalid,low,62,1,1,0.590822457123068,1,1,0.081289,0.24193765670043005,False
4478,8,outside,2,3,valid,low,56,1,1,0.275927972508725,1,1,0.081289,0.08102518573741707,False
4479,8,outside,2,1,valid,high,15,0,0,0.34617207009614503,1,0,0.081289,0.06500115749895502,False
4480,8,outside,2,2,invalid,high,35,1,1,0.367459568658887,1,0,0.081289,0.07156146600118507,False
4481,8,outside,2,3,valid,low,71,1,1,0.517374562983605,1,0,0.081289,0.17367310475674497,False
4482,8,outside,2,1,valid,high,33,1,1,0.319232693629601,1,1,0.081289,0.06203539923262702,False
4483,8,outside,2,1,valid,high,32,1,1,0.326258935485384,1,0,0.081289,0.06135326895855603,False
4484,8,outside,2,2,invalid,high,17,0,0,0.281659349100664,1,1,0.081289,0.07529380914547806,False
4485,8,outside,2,1,valid,high,25,1,1,0.28536828100914097,1,0,0.081289,0.07166154965762,False
4486,8,outside,2,4,invalid,low,39,0,0,0.403277764613449,1,0,0.081289,0.08397500894170701,False
4487,8,outside,2,1,valid,high,7,0,0,0.36672880222613496,1,0,0.081289,0.07131286156254696,False
4488,8,outside,2,1,valid,high,17,0,0,0.46976154748153903,1,0,0.081289,0.13391381754445303,False
4489,8,outside,2,3,valid,low,52,0,0,0.360973576525794,1,0,0.081289,0.06804812613700095,False
4490,8,outside,2,1,valid,high,27,1,1,0.392587674270544,1,1,0.081289,0.07768335245964397,False
4491,8,outside,2,4,invalid,low,52,0,0,0.288850158758578,1,0,0.081289,0.06948513815859803,False
4492,8,outside,2,3,valid,low,46,0,0,0.256936718134966,1,1,0.081289,0.09803993220521096,False
4493,8,outside,2,2,invalid,high,3,0,0,0.314702427889642,1,1,0.081289,0.05898185504793302,False
4495,8,outside,2,3,valid,low,70,1,1,0.400786216976485,1,1,0.081289,0.08155352334688398,False
4496,8,outside,2,4,invalid,low,55,1,1,0.41578012097488704,1,1,0.081289,0.09444360560428305,False
4498,8,outside,2,3,valid,low,45,0,0,0.4370720106981029,1,0,0.081289,0.1081330882743719,False
4499,8,outside,2,1,valid,high,24,1,1,0.41107928161727597,1,0,0.081289,0.09033307023764797,False
4500,8,outside,2,1,valid,high,2,0,1,0.294023203494362,0,1,0.081289,0.06695037303143198,False
4501,8,outside,2,4,invalid,low,41,0,0,0.369580161403064,1,0,0.081289,0.07181678033339306,False
4502,8,outside,2,2,invalid,high,23,1,1,0.3218092631123,1,1,0.081289,0.061839685278755,False
4503,8,outside,2,1,valid,high,11,0,0,0.333630743107278,1,1,0.081289,0.06252300975029396,False
4858,9,outside,1,1,valid,high,8,0,0,0.43187183788540995,1,0,0.073176,0.07009429729259892,False
4860,9,outside,1,2,invalid,high,20,1,1,0.46996870026032395,1,1,0.073176,0.09358617691304993,False
4862,9,outside,1,1,valid,high,36,1,1,0.35620825939440703,1,1,0.073176,0.06257148490658399,False
4864,9,outside,1,1,valid,high,9,0,0,0.41689337052776,1,1,0.073176,0.061656394515012036,False
4865,9,outside,1,2,invalid,high,15,0,0,0.37756677831293894,1,1,0.073176,0.052194714957294996,False
4866,9,outside,1,1,valid,high,22,1,1,0.37752427406030603,1,1,0.073176,0.05215221070466208,False
4867,9,outside,1,1,valid,high,34,1,1,0.387827539815589,1,1,0.073176,0.05273872162524701,False
4868,9,outside,1,4,invalid,low,49,0,0,0.4318285822691911,1,1,0.073176,0.07005104167638004,False
4869,9,outside,1,4,invalid,low,63,1,1,0.489126643839882,1,1,0.073176,0.10920622113553702,False
4870,9,outside,1,4,invalid,low,59,1,1,0.354966982948099,1,0,0.073176,0.06381276135289204,False
4871,9,outside,1,2,invalid,high,30,1,1,0.44498397444840504,1,1,0.073176,0.0770891378924719,False
4872,9,outside,1,2,invalid,high,19,1,1,0.345171051379111,1,0,0.073176,0.06958613212918896,False
4874,9,outside,1,3,valid,low,49,0,0,0.597903137624598,1,1,0.073176,0.20149991198832096,False
4875,9,outside,1,4,invalid,low,66,1,1,0.40038706884479297,1,1,0.073176,0.05906020419934105,False
4876,9,outside,1,3,valid,low,61,1,1,0.453869612407289,1,0,0.073176,0.08163168412829697,False
4877,9,outside,1,2,invalid,high,28,1,1,0.36720074389904794,1,1,0.073176,0.05301993786360909,False
4878,9,outside,1,1,valid,high,27,1,1,0.268210981218544,1,1,0.073176,0.14016859390085307,False
4879,9,outside,1,1,valid,high,19,1,1,0.32748626927787,1,1,0.073176,0.08211156868765102,False
4880,9,outside,1,4,invalid,low,43,0,0,0.567777146251501,1,0,0.073176,0.17329723308102996,False
4881,9,outside,1,4,invalid,low,40,0,0,0.36597028757660205,1,1,0.073176,0.054250394186054984,False
4882,9,outside,1,1,valid,high,1,0,0,0.432141164176755,1,0,0.073176,0.0702260495290829,False
4883,9,outside,1,2,invalid,high,11,0,0,0.383472996028104,1,0,0.073176,0.05269724738627701,False
4884,9,outside,1,3,valid,low,50,0,0,0.367932486806239,1,1,0.073176,0.05242644573627303,False
4885,9,outside,1,2,invalid,high,17,0,0,0.264678766843645,1,1,0.073176,0.14370080827575205,False
4886,9,outside,1,3,valid,low,38,0,0,0.393151224851863,1,1,0.073176,0.05444887839894402,False
4887,9,outside,1,4,invalid,low,67,1,1,0.52598032399419,1,1,0.073176,0.13741336841394508,False
4888,9,outside,1,2,invalid,high,9,0,0,0.3757398866109721,1,0,0.073176,0.0513002248490011,False
4889,9,outside,1,2,invalid,high,23,1,1,0.38505034815898403,1,0,0.073176,0.054057711888162996,False
4891,9,outside,1,3,valid,low,52,0,0,0.409773636988575,1,0,0.073176,0.06019506327174895,False
4892,9,outside,1,3,valid,low,51,0,0,0.5876233979897729,1,0,0.073176,0.1917963682053589,False
4893,9,outside,1,4,invalid,low,61,1,1,0.39810883442350997,1,0,0.073176,0.05695267844021096,False
4894,9,outside,1,2,invalid,high,13,0,0,0.47161720546409897,1,0,0.073176,0.09405042715116002,False
4895,9,outside,1,4,invalid,low,72,1,1,0.537318915624383,1,0,0.073176,0.14745382881028507,False
4896,9,outside,1,2,invalid,high,2,0,0,0.39496733126179606,1,1,0.073176,0.055872489729154096,False
4897,9,outside,1,3,valid,low,70,1,1,0.479618991817915,1,0,0.073176,0.10055200793703994,False
4898,9,outside,1,1,valid,high,7,0,0,0.379308554528507,1,0,0.073176,0.052520027740684094,False
4900,9,outside,1,2,invalid,high,21,1,1,0.376081027774489,1,0,0.073176,0.05164136601251801,False
4901,9,outside,1,3,valid,low,39,0,0,0.36072846378010603,1,0,0.073176,0.059492217982551,False
4902,9,outside,1,3,valid,low,71,1,1,0.571715477268299,1,0,0.073176,0.17723556409782792,False
4903,9,outside,1,1,valid,high,32,1,1,0.379920422704345,1,1,0.073176,0.052220741472410015,False
4904,9,outside,1,1,valid,high,18,0,0,0.42022068176265703,1,1,0.073176,0.06368101160296596,False
4905,9,outside,1,4,invalid,low,38,0,0,0.5023672137058379,1,0,0.073176,0.11731686554685389,False
4906,9,outside,1,1,valid,high,33,1,1,0.371965253196322,1,1,0.073176,0.05074311908902007,False
4907,9,outside,1,4,invalid,low,53,0,0,0.452483720987402,1,0,0.073176,0.08024579270840998,False
4909,9,outside,1,2,invalid,high,8,0,0,0.506497495561234,1,0,0.073176,0.12122181316135505,False
4910,9,outside,1,2,invalid,high,16,0,0,0.41993178022585204,1,0,0.073176,0.06339211006616097,False
4911,9,outside,1,1,valid,high,30,1,1,0.366977066636537,1,1,0.073176,0.053243615126120025,False
4912,9,outside,1,2,invalid,high,3,0,0,0.37906698388087506,1,1,0.073176,0.05276159838831601,False
4913,9,outside,1,3,valid,low,53,0,0,0.476443836553699,1,1,0.073176,0.09737685267282392,False
4914,9,outside,1,2,invalid,high,24,1,1,0.366841950682101,1,1,0.073176,0.05337873108055602,False
4915,9,outside,1,1,valid,high,11,0,0,0.393087271924742,1,0,0.073176,0.05444249181346106,False
4916,9,outside,1,3,valid,low,69,1,0,0.6032090586504639,0,1,0.073176,0.20678406588103893,False
4917,9,outside,1,2,invalid,high,29,1,1,0.344477608078705,1,0,0.073176,0.07027957542959501,False
4918,9,outside,1,4,invalid,low,46,0,0,0.355946762701933,1,1,0.073176,0.06283298159905804,False
4919,9,outside,1,2,invalid,high,10,0,0,0.40358055786236896,1,0,0.073176,0.05910294978366398,False
4920,9,outside,1,3,valid,low,54,0,0,0.447600103250807,1,0,0.073176,0.07787588205883406,False
4922,9,outside,1,2,invalid,high,4,0,0,0.39640322563627706,1,0,0.073176,0.05712132458847902,False
4923,9,outside,1,1,valid,high,17,0,0,0.34827449626664,1,1,0.073176,0.06785765901986396,False
4924,9,outside,1,3,valid,low,48,0,0,0.31598466423474697,1,1,0.073176,0.09239491088465007,False
4925,9,outside,1,1,valid,high,5,0,0,0.31817513100577305,1,0,0.073176,0.090204444113624,False
4926,9,outside,1,4,invalid,low,48,0,0,0.395000960973448,1,0,0.073176,0.055906119440806035,False
4927,9,outside,1,1,valid,high,20,1,1,0.5159874980181479,1,0,0.073176,0.12884314117036394,False
4928,9,outside,1,3,valid,low,60,1,1,0.420995593206499,1,0,0.073176,0.06445592304680792,False
4929,9,outside,1,3,valid,low,64,1,1,0.31853976345701096,1,0,0.073176,0.08983981166238608,False
4930,9,outside,1,3,valid,low,41,0,0,0.35847640017527704,1,1,0.073176,0.06145538005057499,False
4931,9,outside,1,1,valid,high,24,1,1,0.456407708933511,1,1,0.073176,0.083267122584402,False
4932,9,outside,1,3,valid,low,66,1,1,0.369222820782852,1,0,0.073176,0.05261177114607596,False
4933,9,outside,1,3,valid,low,45,0,0,0.4832301341321,1,0,0.073176,0.10406135798893895,False
4934,9,outside,1,1,valid,high,29,1,1,0.38527568239987897,1,0,0.073176,0.05383237764726806,False
4935,9,outside,1,2,invalid,high,34,1,1,0.43910806004714703,1,1,0.073176,0.07217198249782109,False
4936,9,outside,1,2,invalid,high,7,0,0,0.4147571835083,1,0,0.073176,0.06032120267809704,False
4937,9,outside,1,3,valid,low,59,1,1,0.376382523347274,1,0,0.073176,0.05140715971810994,False
4938,9,outside,1,1,valid,high,6,0,0,0.465299029386188,1,1,0.073176,0.089365505102251,False
4939,9,outside,1,2,invalid,high,5,0,0,0.35422206382190796,1,1,0.073176,0.06455768047908306,False
4940,9,outside,1,4,invalid,low,68,1,1,0.42234409561206104,1,0,0.073176,0.06436748613759896,False
4941,9,outside,1,2,invalid,high,31,1,1,0.422945678574251,1,1,0.073176,0.06482528012747901,False
4942,9,outside,1,4,invalid,low,44,0,0,0.440566261440836,1,0,0.073176,0.07358919480429899,False
4943,9,outside,1,4,invalid,low,52,0,0,0.42032333983297604,1,1,0.073176,0.06378366967328497,False
4944,9,outside,1,1,valid,high,16,0,0,0.49148140283432395,1,0,0.073176,0.11106128645951602,False
4945,9,outside,1,1,valid,high,25,1,1,0.38856695558024495,1,0,0.073176,0.05199930586059104,False
4946,9,outside,1,3,valid,low,68,1,1,0.48671158174966,1,1,0.073176,0.10740302722115302,False
4947,9,outside,1,1,valid,high,23,1,1,0.33057540592562895,1,0,0.073176,0.07919823106294605,False
4948,9,outside,1,4,invalid,low,62,1,0,0.5652324541515551,0,0,0.073176,0.17075254098108406,False
4950,9,outside,1,4,invalid,low,50,0,0,0.38042011637480794,1,1,0.073176,0.051721047801947084,False
4951,9,outside,1,2,invalid,high,6,0,0,0.395048023163326,1,0,0.073176,0.055953181630684024,False
4952,9,outside,1,1,valid,high,14,0,0,0.36174162942552396,1,0,0.073176,0.058479052337133075,False
4953,9,outside,1,3,valid,low,65,1,1,0.46044915331731295,1,1,0.073176,0.08730856696820394,False
4954,9,outside,1,3,valid,low,56,1,1,0.369009473516599,1,0,0.073176,0.05282511841232895,False
4955,9,outside,1,2,invalid,high,1,0,0,0.391705622470909,1,1,0.073176,0.05379571014054907,False
4956,9,outside,1,1,valid,high,13,0,0,0.327343311283585,1,1,0.073176,0.082254526681936,False
4957,9,outside,1,3,valid,low,57,1,0,0.5988450083814311,0,0,0.073176,0.202441782745154,False
4958,9,outside,1,4,invalid,low,39,0,0,0.387144356847784,1,1,0.073176,0.05237895810569204,False
4959,9,outside,1,2,invalid,high,12,0,0,0.375933524283937,1,0,0.073176,0.05149386252196603,False
4960,9,outside,1,1,valid,high,21,1,1,0.421864693716998,1,1,0.073176,0.06484688803266203,False
4962,9,outside,1,4,invalid,low,54,0,0,0.489529814740308,1,1,0.073176,0.10931519364112308,False
4963,9,outside,1,4,invalid,low,51,0,0,0.5140589981620001,1,0,0.073176,0.1269146413142161,False
4964,9,outside,1,3,valid,low,62,1,1,0.363349496345108,1,0,0.073176,0.05687118541754904,False
4965,9,outside,1,3,valid,low,47,0,0,0.3611748405373871,1,1,0.073176,0.05904584122526996,False
4966,9,outside,1,1,valid,high,2,0,0,0.36972422119197296,1,0,0.073176,0.052110370736955014,False
4967,9,outside,1,4,invalid,low,47,0,0,0.342700520293874,1,1,0.073176,0.06954189625867002,False
4969,9,outside,1,4,invalid,low,65,1,1,0.318619417879745,1,0,0.073176,0.08976015723965203,False
4972,9,outside,1,1,valid,high,10,0,0,0.295298324050236,1,0,0.073176,0.11308125106916106,False
4973,9,outside,1,2,invalid,high,35,1,1,0.4536122482113571,1,0,0.073176,0.08137431993236505,False
4975,9,outside,1,2,invalid,high,33,1,1,0.44752851478369804,1,1,0.073176,0.07780429359172508,False
4977,9,outside,1,2,invalid,high,18,0,0,0.494605042466901,1,1,0.073176,0.11372135257806809,False
4978,9,outside,1,2,invalid,high,32,1,1,0.35443598083020295,1,1,0.073176,0.06434376347078807,False
4979,9,outside,1,1,valid,high,35,1,1,0.40120032467803,1,0,0.073176,0.058954202314452975,False
4980,9,outside,1,3,valid,low,63,1,1,0.36206513097567894,1,0,0.073176,0.058155550786978094,False
4981,9,outside,1,2,invalid,high,26,1,1,0.396424992769425,1,1,0.073176,0.05714309172162696,False
4982,9,outside,1,3,valid,low,37,0,0,0.324439661761971,1,1,0.073176,0.08393991335742607,False
4983,9,outside,1,1,valid,high,4,0,0,0.315506041069966,1,1,0.073176,0.09287353404943105,False
4984,9,outside,1,2,invalid,high,36,1,1,0.35446042500552705,1,0,0.073176,0.06431931929546397,False
4985,9,outside,1,1,valid,high,12,0,0,0.405025826857127,1,1,0.073176,0.06027320252906099,False
4989,9,outside,1,3,valid,low,44,0,0,0.460154526992483,1,1,0.073176,0.08701394064337398,False
4990,9,outside,1,4,invalid,low,42,0,0,0.52697161303513,1,0,0.073176,0.138404657454885,False
4991,9,outside,1,3,valid,low,40,0,0,0.370022432662154,1,1,0.073176,0.05184226105484396,False
4992,9,outside,1,4,invalid,low,64,1,1,0.398857629786107,1,1,0.073176,0.05761994097338102,False
4993,9,outside,1,1,valid,high,15,0,0,0.39951249482965095,1,1,0.073176,0.058274806016924974,False
4994,9,outside,1,3,valid,low,72,1,1,0.341825846760912,1,1,0.073176,0.07041656979163202,False
4995,9,outside,1,4,invalid,low,55,1,1,0.564758791972963,1,0,0.073176,0.17027887880249193,False
4998,9,outside,1,1,valid,high,26,1,1,0.340525976444951,1,0,0.073176,0.07135524103705398,False
4999,9,outside,1,1,valid,high,28,1,1,0.273214782195282,1,0,0.073176,0.13516479292411504,False
5000,9,outside,2,2,invalid,high,8,0,0,0.4227083722853421,1,0,0.073176,0.06458797383857007,False
5001,9,outside,2,2,invalid,high,2,0,0,0.36808139350432595,1,1,0.073176,0.05257535243435996,False
5002,9,outside,2,1,valid,high,1,0,0,0.278560682198076,1,1,0.073176,0.12981889292132104,False
5003,9,outside,2,2,invalid,high,6,0,0,0.391852041213497,1,0,0.073176,0.05394212888313704,False
5004,9,outside,2,1,valid,high,20,1,1,0.32537206335564395,1,0,0.073176,0.08363119773366595,False
5005,9,outside,2,3,valid,low,41,0,0,0.446555181325493,1,0,0.073176,0.077402137777426,False
5006,9,outside,2,1,valid,high,34,1,1,0.341156155983299,1,0,0.073176,0.07072506149870594,False
5007,9,outside,2,4,invalid,low,67,1,1,0.36330496191931205,1,0,0.073176,0.05691571984334498,False
5008,9,outside,2,3,valid,low,56,1,1,0.379474361916436,1,1,0.073176,0.052354220352755054,False
5009,9,outside,2,3,valid,low,61,1,1,0.314368679112704,1,0,0.073176,0.09401089600669305,False
5010,9,outside,2,1,valid,high,23,1,1,0.379251102631315,1,1,0.073176,0.05257747963787607,False
5011,9,outside,2,1,valid,high,27,1,1,0.28931463136268604,1,1,0.073176,0.119064943756711,False
5012,9,outside,2,2,invalid,high,19,1,1,0.271027470152148,1,0,0.073176,0.13735210496724903,False
5013,9,outside,2,3,valid,low,44,0,0,0.49797712945746797,1,0,0.073176,0.114504133429364,False
5014,9,outside,2,1,valid,high,16,0,0,0.33899579846365696,1,1,0.073176,0.07260683503864102,False
5015,9,outside,2,3,valid,low,50,0,0,0.42111041738553495,1,0,0.073176,0.06457074722584388,False
5016,9,outside,2,4,invalid,low,45,0,0,0.385816161145158,1,1,0.073176,0.05329189890198904,False
5017,9,outside,2,3,valid,low,39,0,0,0.315980656136162,1,1,0.073176,0.09239891898323505,False
5018,9,outside,2,3,valid,low,42,0,0,0.523957319102919,1,0,0.073176,0.13567830221927496,False
5019,9,outside,2,1,valid,high,18,0,0,0.388085712596876,1,0,0.073176,0.05248054884395997,False
5020,9,outside,2,4,invalid,low,38,0,0,0.35653967015969107,1,1,0.073176,0.06224007414129995,False
5021,9,outside,2,2,invalid,high,30,1,1,0.377645522144121,1,1,0.073176,0.052273458788477056,False
5022,9,outside,2,3,valid,low,51,0,0,0.503817737266218,1,1,0.073176,0.118767389107234,False
5023,9,outside,2,1,valid,high,15,0,0,0.396357243219427,1,1,0.073176,0.05707534217162896,False
5024,9,outside,2,4,invalid,low,39,0,0,0.36087409632727896,1,1,0.073176,0.059346585435378074,False
5025,9,outside,2,4,invalid,low,43,0,0,0.5676322003791939,1,0,0.073176,0.1731522872087229,False
5026,9,outside,2,4,invalid,low,46,0,0,0.337612061613982,1,1,0.073176,0.07241853403320403,False
5028,9,outside,2,3,valid,low,71,1,1,0.5220731123408769,1,1,0.073176,0.13379409545723292,False
5029,9,outside,2,1,valid,high,29,1,1,0.29984194259577596,1,1,0.073176,0.10853763252362109,False
5030,9,outside,2,3,valid,low,70,1,1,0.33909484153264197,1,0,0.073176,0.07250779196965601,False
5031,9,outside,2,3,valid,low,38,0,0,0.35572729755040206,1,0,0.073176,0.06305244675058896,False
5032,9,outside,2,1,valid,high,5,0,0,0.41875532251651704,1,1,0.073176,0.06280855981458405,False
5033,9,outside,2,4,invalid,low,41,0,0,0.28931551707501096,1,1,0.073176,0.11906405804438608,False
5034,9,outside,2,3,valid,low,59,1,1,0.33077574864182696,1,0,0.073176,0.07899788834674804,False
5035,9,outside,2,1,valid,high,19,1,1,0.409597837965521,1,1,0.073176,0.06037086229480293,False
5037,9,outside,2,4,invalid,low,40,0,0,0.44174642620600896,1,1,0.073176,0.07454568230696101,False
5038,9,outside,2,3,valid,low,58,1,1,0.47390855888170297,1,0,0.073176,0.09526169883793001,False
5039,9,outside,2,1,valid,high,22,1,1,0.241740865621978,1,0,0.073176,0.16663870949741905,False
5040,9,outside,2,4,invalid,low,63,1,1,0.5872914921210389,1,0,0.073176,0.1914644623366249,False
5041,9,outside,2,1,valid,high,8,0,0,0.41524523602947705,1,0,0.073176,0.06080566010132393,False
5042,9,outside,2,3,valid,low,40,0,0,0.439523314953476,1,1,0.073176,0.07258723740415007,False
5043,9,outside,2,4,invalid,low,50,0,0,0.52397209010087,1,0,0.073176,0.13569307321722596,False
5046,9,outside,2,3,valid,low,46,0,0,0.388215397342719,1,0,0.073176,0.05235086409811701,False
5047,9,outside,2,1,valid,high,12,0,0,0.36565822813918203,1,0,0.073176,0.054562453623475005,False
5048,9,outside,2,2,invalid,high,18,0,0,0.474605935643012,1,0,0.073176,0.09595907559923905,False
5049,9,outside,2,1,valid,high,36,1,1,0.42778968306538395,1,0,0.073176,0.06691558673810499,False
5050,9,outside,2,1,valid,high,33,1,1,0.609884341110956,1,0,0.073176,0.21177550668744605,False
5052,9,outside,2,3,valid,low,64,1,1,0.349921936625833,1,1,0.073176,0.066971433901927,False
5053,9,outside,2,3,valid,low,67,1,1,0.4011113429050971,1,1,0.073176,0.0590431840873859,False
5054,9,outside,2,2,invalid,high,3,0,0,0.389865086814098,1,1,0.073176,0.05225302520011599,False
5055,9,outside,2,4,invalid,low,65,1,1,0.39447991317047104,1,1,0.073176,0.05548411470681408,False
5056,9,outside,2,1,valid,high,25,1,1,0.35338477183904604,1,1,0.073176,0.06407014047636,False
5057,9,outside,2,4,invalid,low,64,1,1,0.466828446053114,1,0,0.073176,0.09089492176917702,False
5058,9,outside,2,4,invalid,low,62,1,1,0.358120398446772,1,1,0.073176,0.06181138177908002,False
5059,9,outside,2,1,valid,high,3,0,0,0.476050896130801,1,1,0.073176,0.09698391224992592,False
5060,9,outside,2,2,invalid,high,22,1,1,0.495131698124169,1,0,0.073176,0.1142480082353361,False
5061,9,outside,2,4,invalid,low,59,1,1,0.389837366000393,1,0,0.073176,0.05222530438641099,False
5062,9,outside,2,2,invalid,high,16,0,0,0.3808836898888329,1,0,0.073176,0.0512574742879221,False
5063,9,outside,2,2,invalid,high,13,0,0,0.482046981330313,1,1,0.073176,0.10297999744943792,False
5064,9,outside,2,3,valid,low,68,1,1,0.503130250132926,1,1,0.073176,0.11807990197394197,False
5065,9,outside,2,2,invalid,high,36,1,1,0.5068413784520089,1,0,0.073176,0.12122704284593,False
5066,9,outside,2,2,invalid,high,7,0,0,0.37223792827899205,1,1,0.073176,0.050470444006350035,False
5067,9,outside,2,1,valid,high,21,1,1,0.367373845977454,1,0,0.073176,0.052949493855522056,False
5069,9,outside,2,1,valid,high,32,1,1,0.393073784710396,1,1,0.073176,0.05445473007330204,False
5071,9,outside,2,4,invalid,low,48,0,0,0.335065232359739,1,1,0.073176,0.07470840462883599,False
5072,9,outside,2,3,valid,low,45,0,0,0.432419153535193,1,0,0.073176,0.07035402255951406,False
5073,9,outside,2,2,invalid,high,12,0,0,0.350784762508738,1,0,0.073176,0.06610860801902196,False
5074,9,outside,2,3,valid,low,57,1,1,0.557966038146333,1,0,0.073176,0.16487876622159103,False
5075,9,outside,2,2,invalid,high,1,0,0,0.37872774600418796,1,0,0.073176,0.053100836265003115,False
5076,9,outside,2,3,valid,low,60,1,1,0.5508457099858791,1,1,0.073176,0.1591400875149701,False
5077,9,outside,2,1,valid,high,13,0,0,0.35523697601274795,1,0,0.073176,0.06354276828824307,False
5079,9,outside,2,2,invalid,high,5,0,0,0.390634671543012,1,1,0.073176,0.05302260992903002,False
5080,9,outside,2,1,valid,high,26,1,1,0.323201301201152,1,0,0.073176,0.08517827391824506,False
5081,9,outside,2,4,invalid,low,68,1,1,0.47955582508439004,1,1,0.073176,0.10048884120351498,False
5082,9,outside,2,2,invalid,high,26,1,1,0.407720167066145,1,1,0.073176,0.059445670799505024,False
