"subj_idx","status","runid","condition","cue","coherence","image_index","stim","response","rt","accuracy","stimulus_side"
"005","inside","02",4,"invalid","low",62,1,1,0.728734855935727,1,1
"005","inside","02",3,"valid","low",69,1,1,0.691274093814172,1,1
"005","inside","02",3,"valid","low",40,0,1,0.722739735168943,0,1
"005","inside","02",2,"invalid","high",10,0,0,0.978723458079912,1,1
"005","inside","02",3,"valid","low",59,1,1,0.728712743375581,1,1
"005","inside","02",1,"valid","high",23,1,1,0.647781242609199,1,0
"005","inside","02",3,"valid","low",70,1,1,0.656533666420728,1,0
"005","inside","02",2,"invalid","high",25,1,1,0.513310084529621,1,1
"005","inside","02",3,"valid","low",49,0,0,0.943886708697391,1,1
"005","inside","02",4,"invalid","low",54,0,0,0.897468135705822,1,0
"005","inside","02",4,"invalid","low",67,1,1,0.743641638860026,1,0
"005","inside","02",1,"valid","high",19,1,1,0.539674599007412,1,1
"005","inside","02",2,"invalid","high",6,0,0,0.661992089611886,1,1
"005","inside","02",2,"invalid","high",24,1,1,0.551559444990744,1,1
"005","inside","02",1,"valid","high",34,1,1,0.64508042072066,1,0
"005","inside","02",2,"invalid","high",31,1,1,0.694631605259019,1,1
"005","inside","02",1,"valid","high",17,0,0,0.621910461814878,1,1
"005","inside","02",3,"valid","low",53,0,0,0.61251578887277,1,1
"005","inside","02",3,"valid","low",58,1,1,0.595111065353194,1,0
"005","inside","02",3,"valid","low",44,0,1,0.987412059054805,0,0
"005","inside","02",1,"valid","high",2,0,0,0.573876537821889,1,0
"005","inside","02",1,"valid","high",18,0,0,0.589433498998915,1,0
"005","inside","02",3,"valid","low",72,1,1,0.782760465034698,1,0
"005","inside","02",4,"invalid","low",69,1,1,0.847742670612206,1,0
"005","inside","02",2,"invalid","high",1,0,0,6.61205102355598,1,1
"005","inside","02",3,"valid","low",45,0,0,0.764792523094002,1,0
"005","inside","02",4,"invalid","low",51,0,0,0.531922099387884,1,0
"005","inside","02",2,"invalid","high",9,0,0,0.521892327280511,1,0
"005","inside","02",4,"invalid","low",48,0,0,0.959491154449097,1,1
"005","inside","02",2,"invalid","high",5,0,0,0.647873442274431,1,0
"005","inside","02",2,"invalid","high",19,1,1,0.576705081779437,1,1
"005","inside","02",1,"valid","high",22,1,1,0.632760304345538,1,0
"005","inside","02",4,"invalid","low",68,1,1,0.601325224497486,1,0
"005","inside","02",2,"invalid","high",32,1,1,0.518567584266748,1,0
"005","inside","02",3,"valid","low",54,0,0,0.813264964057453,1,0
"005","inside","02",3,"valid","low",37,0,0,1.1587292440845,1,0
"005","inside","02",2,"invalid","high",26,1,1,0.559247552479974,1,0
"005","inside","02",1,"valid","high",26,1,1,0.534816371629859,1,1
"005","inside","02",2,"invalid","high",18,0,0,0.731719700455869,1,1
"005","inside","02",1,"valid","high",25,1,1,0.50736412724109,1,1
"005","inside","02",1,"valid","high",12,0,0,0.806387808939689,1,1
"005","inside","02",4,"invalid","low",42,0,1,0.589452715921652,0,1
"005","inside","02",2,"invalid","high",27,1,1,0.721314345883911,1,0
"005","inside","02",1,"valid","high",27,1,1,0.543713295693124,1,1
"005","inside","02",3,"valid","low",60,1,0,1.1891782155526,0,0
"005","inside","02",1,"valid","high",28,1,1,0.596001615971545,1,0
"005","inside","02",4,"invalid","low",70,1,1,0.839967852083646,1,1
"005","inside","02",2,"invalid","high",23,1,1,0.545128626205042,1,0
"005","inside","02",4,"invalid","low",49,0,1,0.707324430414701,0,1
"005","inside","02",2,"invalid","high",35,1,1,0.4880362901431,1,1
"005","inside","02",2,"invalid","high",12,0,0,0.54001349209102,1,0
"005","inside","02",3,"valid","low",57,1,1,8.043488058609,1,0
"005","inside","02",1,"valid","high",33,1,0,3.79207235461854,0,0
"005","inside","02",1,"valid","high",16,0,0,0.572095640885891,1,1
"005","inside","02",4,"invalid","low",44,0,1,0.780902280976079,0,1
"005","inside","02",4,"invalid","low",46,0,0,0.729414670483493,1,0
"005","inside","02",4,"invalid","low",56,1,1,0.538768143314883,1,0
"005","inside","02",1,"valid","high",7,0,0,0.619588225153166,1,0
"005","inside","02",2,"invalid","high",13,0,0,0.593717260252561,1,0
"005","inside","02",2,"invalid","high",14,0,0,0.573374193623749,1,0
"005","inside","02",4,"invalid","low",65,1,1,0.700948228899506,1,0
"005","inside","02",1,"valid","high",6,0,0,0.667048685797454,1,1
"005","inside","03",3,"valid","low",42,0,1,0.608461256482769,0,1
"005","inside","03",3,"valid","low",53,0,0,0.766444230386696,1,0
"005","inside","03",1,"valid","high",9,0,0,0.606280534871985,1,1
"005","inside","03",1,"valid","high",28,1,1,0.629146761910306,1,1
"005","inside","03",3,"valid","low",49,0,0,0.812773997226032,1,1
"005","inside","03",2,"invalid","high",16,0,0,0.622705503846191,1,1
"005","inside","03",1,"valid","high",11,0,0,0.557682233090418,1,0
"005","inside","03",2,"invalid","high",35,1,0,1.3100715236551,0,0
"005","inside","03",1,"valid","high",19,1,1,0.58005445775234,1,1
"005","inside","03",3,"valid","low",48,0,0,0.65949260943944,1,0
"005","inside","03",2,"invalid","high",10,0,0,0.570187166180403,1,0
"005","inside","03",2,"invalid","high",36,1,1,0.665503286970306,1,1
"005","inside","03",1,"valid","high",12,0,0,0.625091938580226,1,1
"005","inside","03",2,"invalid","high",15,0,0,0.63444233167138,1,1
"005","inside","03",3,"valid","low",46,0,0,0.690388864985835,1,0
"005","inside","03",3,"valid","low",72,1,1,0.855105938791894,1,0
"005","inside","03",3,"valid","low",70,1,1,0.707112549904195,1,1
"005","inside","03",2,"invalid","high",2,0,0,0.639880854202602,1,1
"005","inside","03",3,"valid","low",56,1,1,0.726469318780801,1,0
"005","inside","03",1,"valid","high",4,0,0,0.616863745565752,1,1
"005","inside","03",2,"invalid","high",7,0,0,0.627182598082072,1,1
"005","inside","03",3,"valid","low",65,1,1,0.671222864200899,1,1
"005","inside","03",4,"invalid","low",46,0,0,0.592275642174172,1,0
"005","inside","03",1,"valid","high",5,0,0,0.723996312329291,1,0
"005","inside","03",4,"invalid","low",38,0,1,0.893069169504997,0,0
"005","inside","03",3,"valid","low",47,0,0,0.668211734747274,1,1
"005","inside","03",3,"valid","low",38,0,0,0.788627376394288,1,1
"005","inside","03",1,"valid","high",10,0,0,0.686084668024705,1,0
"005","inside","03",4,"invalid","low",45,0,0,0.875789510964751,1,1
"005","inside","03",3,"valid","low",58,1,1,0.837570395900002,1,0
"005","inside","03",2,"invalid","high",6,0,0,0.646220777281997,1,1
"005","inside","03",2,"invalid","high",14,0,0,0.656655292812502,1,0
"005","inside","03",3,"valid","low",71,1,1,0.617271404528765,1,1
"005","inside","03",2,"invalid","high",33,1,1,0.687541285577026,1,0
"005","inside","03",4,"invalid","low",39,0,0,0.642627481472118,1,1
"005","inside","03",1,"valid","high",2,0,0,0.62710653501199,1,0
"005","inside","03",4,"invalid","low",51,0,0,0.674171828059116,1,0
"005","inside","03",1,"valid","high",29,1,1,0.682259215517661,1,0
"005","inside","03",4,"invalid","low",72,1,1,0.74630669745784,1,0
"005","inside","03",4,"invalid","low",57,1,1,0.60833347499829,1,1
"005","inside","03",3,"valid","low",40,0,0,0.688094134382482,1,0
"005","inside","03",4,"invalid","low",69,1,1,0.630578729234003,1,1
"005","inside","03",4,"invalid","low",62,1,1,0.624996691370143,1,1
"005","inside","03",4,"invalid","low",53,0,0,1.17705751524954,1,0
"005","inside","03",2,"invalid","high",27,1,1,0.74206231750486,1,0
"005","inside","03",1,"valid","high",20,1,1,0.613408401824017,1,1
"005","inside","03",2,"invalid","high",19,1,1,0.726767395478419,1,0
"005","inside","03",2,"invalid","high",11,0,0,0.631088768688642,1,0
"005","inside","03",2,"invalid","high",22,1,1,0.65464885673191,1,1
"005","inside","03",4,"invalid","low",43,0,1,0.819626962230359,0,1
"005","inside","03",2,"invalid","high",26,1,1,0.748684419526398,1,0
"005","inside","03",3,"valid","low",43,0,1,0.730340238312237,0,0
"005","inside","03",1,"valid","high",21,1,1,0.666411884900299,1,0
"005","inside","03",4,"invalid","low",55,1,1,0.641933764766691,1,0
"005","inside","03",2,"invalid","high",3,0,0,0.743027119993712,1,0
"005","inside","03",4,"invalid","low",60,1,1,0.738153885532483,1,0
"005","inside","03",1,"valid","high",18,0,0,0.914858580953478,1,0
"005","inside","03",4,"invalid","low",40,0,1,0.902163275203748,0,1
"005","inside","03",3,"valid","low",61,1,1,0.713078790991858,1,1
"005","inside","03",3,"valid","low",69,1,1,1.05463076024716,1,0
"005","inside","03",1,"valid","high",36,1,1,0.652238503213994,1,1
"005","inside","03",3,"valid","low",63,1,1,0.697906714434794,1,1
"005","inside","03",4,"invalid","low",37,0,1,0.740799075667383,0,1
"005","inside","03",2,"invalid","high",34,1,1,0.66956249897612,1,1
"005","inside","03",1,"valid","high",27,1,1,0.621143762073189,1,1
"005","inside","03",4,"invalid","low",71,1,1,1.01643638000041,1,1
"005","inside","03",1,"valid","high",1,0,0,0.657801635582473,1,0
"005","inside","03",4,"invalid","low",68,1,1,0.714198672333623,1,0
"005","inside","03",1,"valid","high",22,1,1,0.617287837331787,1,0
"005","inside","03",4,"invalid","low",59,1,1,1.1902795915139,1,0
"005","inside","03",2,"invalid","high",21,1,1,0.567317872571948,1,1
"005","inside","03",1,"valid","high",33,1,1,0.615828682110077,1,1
"005","inside","04",2,"invalid","high",9,0,0,0.694509105172074,1,0
"005","inside","04",1,"valid","high",14,0,0,0.706392983796832,1,0
"005","inside","04",1,"valid","high",12,0,0,0.682663936403515,1,0
"005","inside","04",1,"valid","high",31,1,1,0.657515028156922,1,1
"005","inside","04",4,"invalid","low",60,1,1,0.776514505402702,1,1
"005","inside","04",1,"valid","high",11,0,0,0.682240633159381,1,0
"005","inside","04",3,"valid","low",68,1,1,0.803183254305623,1,1
"005","inside","04",4,"invalid","low",37,0,0,0.826697754147062,1,0
"005","inside","04",1,"valid","high",36,1,1,0.729336147014692,1,1
"005","inside","04",1,"valid","high",10,0,0,0.778294648648625,1,1
"005","inside","04",4,"invalid","low",50,0,0,0.839704140762478,1,1
"005","inside","04",2,"invalid","high",3,0,0,0.735322353447373,1,1
"005","inside","04",1,"valid","high",7,0,0,0.689085619577781,1,0
"005","inside","04",4,"invalid","low",61,1,1,0.87911050981711,1,1
"005","inside","04",3,"valid","low",44,0,0,0.646454765374983,1,0
"005","inside","04",3,"valid","low",51,0,0,0.993676682705882,1,0
"005","inside","04",4,"invalid","low",44,0,0,0.974433768279596,1,1
"005","inside","04",4,"invalid","low",55,1,1,0.63660192622865,1,1
"005","inside","04",2,"invalid","high",33,1,1,0.652112731961097,1,0
"005","inside","04",3,"valid","low",61,1,1,0.662247779904646,1,0
"005","inside","04",2,"invalid","high",8,0,0,0.630691824721907,1,0
"005","inside","04",2,"invalid","high",24,1,1,0.621768976911881,1,1
"005","inside","04",1,"valid","high",23,1,1,0.611543478158637,1,0
"005","inside","04",4,"invalid","low",42,0,1,0.678532644620645,0,1
"005","inside","04",1,"valid","high",1,0,0,0.645594283949322,1,1
"005","inside","04",3,"valid","low",41,0,1,0.787337593224038,0,0
"005","inside","04",4,"invalid","low",66,1,1,0.738763135295812,1,0
"005","inside","04",2,"invalid","high",17,0,0,0.660032710185078,1,0
"005","inside","04",4,"invalid","low",64,1,1,0.714281362907059,1,0
"005","inside","04",4,"invalid","low",41,0,1,0.677809557972068,0,0
"005","inside","04",3,"valid","low",63,1,1,0.681127322538487,1,0
"005","inside","04",4,"invalid","low",49,0,1,0.830847212368099,0,1
"005","inside","04",3,"valid","low",47,0,0,0.681802628990226,1,1
"005","inside","04",3,"valid","low",62,1,1,0.897506549061291,1,1
"005","inside","04",3,"valid","low",71,1,1,0.633095433658127,1,0
"005","inside","04",4,"invalid","low",40,0,0,0.672362429606437,1,0
"005","inside","04",3,"valid","low",53,0,0,0.5854717487382,1,0
"005","inside","04",4,"invalid","low",43,0,1,1.07133728120971,0,1
"005","inside","04",2,"invalid","high",12,0,0,0.698432668914393,1,1
"005","inside","04",3,"valid","low",52,0,0,0.684726639094151,1,0
"005","inside","04",2,"invalid","high",25,1,1,0.615866314261439,1,1
"005","inside","04",1,"valid","high",8,0,0,0.638705000117625,1,1
"005","inside","04",4,"invalid","low",72,1,1,0.748092938429181,1,1
"005","inside","04",1,"valid","high",30,1,1,0.636531127580383,1,1
"005","inside","04",1,"valid","high",28,1,1,0.667075366161953,1,0
"005","inside","04",3,"valid","low",38,0,0,0.805061933779143,1,1
"005","inside","04",2,"invalid","high",1,0,0,0.610743848419588,1,1
"005","inside","04",3,"valid","low",50,0,0,1.08328401180188,1,1
"005","inside","04",3,"valid","low",69,1,1,1.1072150700129,1,0
"005","inside","04",1,"valid","high",27,1,1,0.652287000222714,1,0
"005","inside","04",3,"valid","low",72,1,1,0.748089044993321,1,1
"005","inside","04",1,"valid","high",32,1,1,0.598205987671463,1,0
"005","inside","04",2,"invalid","high",6,0,0,0.70410700332468,1,0
"005","inside","04",1,"valid","high",22,1,1,0.661221409505742,1,1
"005","inside","04",4,"invalid","low",57,1,1,0.660261804408947,1,0
"005","inside","04",1,"valid","high",19,1,1,0.651754014905237,1,1
"005","inside","04",2,"invalid","high",20,1,1,0.621728851579974,1,1
"005","inside","04",4,"invalid","low",47,0,0,0.805413380867321,1,0
"005","inside","04",3,"valid","low",43,0,1,0.621554964116513,0,1
"005","inside","04",2,"invalid","high",27,1,1,0.643746959771306,1,0
"005","inside","04",1,"valid","high",15,0,0,0.614715787116438,1,1
"005","inside","04",2,"invalid","high",34,1,1,0.625443960812845,1,1
"005","inside","04",4,"invalid","low",63,1,1,0.675805443259378,1,0
"005","inside","04",3,"valid","low",55,1,1,0.629294837437556,1,1
"005","inside","04",2,"invalid","high",28,1,1,0.617764287344471,1,0
"005","inside","04",3,"valid","low",64,1,1,0.635947018310617,1,1
"005","inside","04",4,"invalid","low",71,1,1,0.678520327115621,1,0
"005","inside","04",2,"invalid","high",31,1,1,0.608947854834696,1,0
"005","inside","04",2,"invalid","high",30,1,1,0.624442732956595,1,0
"005","inside","04",1,"valid","high",16,0,0,0.532386378537922,1,0
"005","inside","04",2,"invalid","high",13,0,0,0.672742821350766,1,1
"005","inside","04",2,"invalid","high",5,0,0,0.648952877489137,1,1
"005","inside","05",4,"invalid","low",52,0,1,0.664888944598715,0,1
"005","inside","05",3,"valid","low",44,0,1,0.602091615737663,0,1
"005","inside","05",2,"invalid","high",16,0,0,0.631334161369523,1,1
"005","inside","05",1,"valid","high",4,0,0,0.605162233499868,1,1
"005","inside","05",4,"invalid","low",66,1,1,0.631249151767406,1,1
"005","inside","05",2,"invalid","high",27,1,1,0.576981859610896,1,1
"005","inside","05",2,"invalid","high",20,1,1,0.638507283434592,1,0
"005","inside","05",1,"valid","high",26,1,1,0.696600777398999,1,0
"005","inside","05",1,"valid","high",29,1,1,0.552067033708227,1,1
"005","inside","05",2,"invalid","high",10,0,0,0.588405503845934,1,1
"005","inside","05",3,"valid","low",63,1,1,0.638467740567648,1,0
"005","inside","05",1,"valid","high",9,0,0,0.573282409293824,1,1
"005","inside","05",4,"invalid","low",51,0,0,0.630470355801663,1,1
"005","inside","05",1,"valid","high",5,0,0,0.756387685714799,1,0
"005","inside","05",4,"invalid","low",41,0,0,0.996657233383303,1,0
"005","inside","05",2,"invalid","high",14,0,0,0.652488155199535,1,1
"005","inside","05",1,"valid","high",1,0,0,0.632987948261871,1,1
"005","inside","05",4,"invalid","low",68,1,0,1.23421936356135,0,0
"005","inside","05",3,"valid","low",51,0,0,1.44960087281652,1,1
"005","inside","05",3,"valid","low",37,0,0,0.688675136689199,1,1
"005","inside","05",1,"valid","high",33,1,1,0.609047455891414,1,0
"005","inside","05",4,"invalid","low",50,0,0,0.665738917085037,1,1
"005","inside","05",2,"invalid","high",8,0,0,0.634930572043231,1,0
"005","inside","05",3,"valid","low",71,1,1,0.771123984639416,1,1
"005","inside","05",2,"invalid","high",24,1,1,0.632983773546584,1,0
"005","inside","05",1,"valid","high",13,0,0,0.69787094089952,1,0
"005","inside","05",2,"invalid","high",11,0,0,0.64670825869689,1,0
"005","inside","05",2,"invalid","high",15,0,0,0.702823427347539,1,0
"005","inside","05",4,"invalid","low",62,1,0,0.870718992717229,0,0
"005","inside","05",1,"valid","high",15,0,0,0.633393547528613,1,1
"005","inside","05",1,"valid","high",28,1,1,0.679618324493276,1,0
"005","inside","05",2,"invalid","high",36,1,1,0.671798141383988,1,0
"005","inside","05",1,"valid","high",25,1,1,0.638874397047402,1,1
"005","inside","05",3,"valid","low",52,0,1,0.730835869831935,0,1
"005","inside","05",1,"valid","high",27,1,1,0.732986891047403,1,0
"005","inside","05",3,"valid","low",56,1,1,0.653332502664853,1,0
"005","inside","05",3,"valid","low",40,0,1,0.676573347149315,0,0
"005","inside","05",3,"valid","low",68,1,1,0.801123576915415,1,0
"005","inside","05",4,"invalid","low",45,0,0,0.842974814137051,1,1
"005","inside","05",2,"invalid","high",26,1,1,0.643929602050775,1,1
"005","inside","05",1,"valid","high",3,0,0,0.724482639352573,1,0
"005","inside","05",4,"invalid","low",70,1,1,0.67278472041653,1,0
"005","inside","05",2,"invalid","high",22,1,1,0.676170486927731,1,1
"005","inside","05",3,"valid","low",58,1,1,0.836523213973123,1,0
"005","inside","05",4,"invalid","low",56,1,1,0.722176315373872,1,0
"005","inside","05",4,"invalid","low",46,0,0,0.625114404423584,1,0
"005","inside","05",4,"invalid","low",64,1,1,0.727068121948832,1,0
"005","inside","05",2,"invalid","high",3,0,0,0.71197818364999,1,0
"005","inside","05",1,"valid","high",20,1,1,0.703711480102356,1,0
"005","inside","05",3,"valid","low",48,0,0,0.640327402152252,1,0
"005","inside","05",2,"invalid","high",23,1,1,0.70433856321506,1,1
"005","inside","05",1,"valid","high",7,0,0,0.704473283632979,1,1
"005","inside","05",3,"valid","low",64,1,1,0.733939149191428,1,0
"005","inside","05",1,"valid","high",19,1,1,0.739215574325499,1,1
"005","inside","05",4,"invalid","low",65,1,1,0.637316523831032,1,1
"005","inside","05",4,"invalid","low",67,1,1,0.796176207953977,1,1
"005","inside","05",3,"valid","low",65,1,1,0.636978028813246,1,1
"005","inside","05",2,"invalid","high",13,0,0,0.725918074531364,1,0
"005","inside","05",3,"valid","low",69,1,1,0.740860539379355,1,0
"005","inside","05",3,"valid","low",47,0,0,0.851950746666262,1,1
"005","inside","05",4,"invalid","low",59,1,1,0.731106393055597,1,0
"005","inside","05",2,"invalid","high",28,1,1,0.708737161205136,1,0
"005","inside","05",3,"valid","low",49,0,0,0.656261267313312,1,0
"005","inside","05",3,"valid","low",39,0,0,0.662819506982487,1,1
"005","inside","05",2,"invalid","high",9,0,0,0.610494293316151,1,1
"005","inside","05",4,"invalid","low",49,0,0,0.802373095722942,1,1
"005","inside","05",4,"invalid","low",47,0,0,0.675180071828436,1,1
"005","inside","05",4,"invalid","low",44,0,0,0.614239618091233,1,0
"005","inside","05",1,"valid","high",18,0,0,0.59147990850397,1,0
"005","inside","05",1,"valid","high",30,1,1,0.640745548102132,1,1
"005","inside","05",2,"invalid","high",19,1,1,0.566365932880217,1,1
"005","outside","01",3,"valid","low",44,0,1,0.370070551794925,0,1
"005","outside","01",4,"invalid","low",50,0,1,0.449900068106217,0,1
"005","outside","01",3,"valid","low",59,1,1,0.340036828994926,1,1
"005","outside","01",1,"valid","high",27,1,1,0.195944805025647,1,1
"005","outside","01",2,"invalid","high",29,1,1,0.240154640476248,1,1
"005","outside","01",1,"valid","high",9,0,0,0.255592577228526,1,0
"005","outside","01",3,"valid","low",50,0,0,0.492753025180718,1,1
"005","outside","01",2,"invalid","high",26,1,1,0.299105112408142,1,1
"005","outside","01",3,"valid","low",66,1,1,0.413870924363437,1,0
"005","outside","01",2,"invalid","high",3,0,0,0.322099449233065,1,0
"005","outside","01",1,"valid","high",4,0,0,0.283913155923074,1,1
"005","outside","01",1,"valid","high",35,1,1,0.220680820148118,1,1
"005","outside","01",4,"invalid","low",67,1,1,0.357240340727003,1,0
"005","outside","01",4,"invalid","low",53,0,0,0.556479478524125,1,1
"005","outside","01",4,"invalid","low",69,1,1,0.465275689395639,1,0
"005","outside","01",3,"valid","low",42,0,1,0.356674617709359,0,1
"005","outside","01",2,"invalid","high",32,1,1,0.365298342097958,1,0
"005","outside","01",2,"invalid","high",20,1,1,0.361385285690631,1,1
"005","outside","01",4,"invalid","low",46,0,0,0.361434360336716,1,1
"005","outside","01",4,"invalid","low",44,0,0,0.687451232308376,1,1
"005","outside","01",1,"valid","high",14,0,0,0.441523224621051,1,1
"005","outside","01",3,"valid","low",37,0,0,0.478674808040523,1,1
"005","outside","01",3,"valid","low",56,1,1,0.402410357299232,1,0
"005","outside","01",1,"valid","high",29,1,1,0.408372477151715,1,0
"005","outside","01",1,"valid","high",34,1,1,0.360119998385926,1,1
"005","outside","01",4,"invalid","low",45,0,0,0.448228601995652,1,1
"005","outside","01",4,"invalid","low",66,1,1,0.426483027575159,1,1
"005","outside","01",4,"invalid","low",72,1,1,0.404217567975138,1,1
"005","outside","01",4,"invalid","low",52,0,0,0.431936189284897,1,0
"005","outside","01",4,"invalid","low",47,0,0,0.398944364034833,1,0
"005","outside","01",1,"valid","high",15,0,0,0.41212203601026,1,0
"005","outside","01",2,"invalid","high",27,1,1,0.403926536069775,1,0
"005","outside","01",2,"invalid","high",14,0,0,0.380414127776021,1,1
"005","outside","01",1,"valid","high",1,0,0,0.46965187108799,1,0
"005","outside","01",2,"invalid","high",12,0,0,0.369730067079217,1,1
"005","outside","01",2,"invalid","high",28,1,1,0.337367250609532,1,1
"005","outside","01",1,"valid","high",11,0,0,0.242225679907278,1,0
"005","outside","01",4,"invalid","low",64,1,1,0.315265609497146,1,1
"005","outside","01",4,"invalid","low",43,0,1,0.5779273682856,0,1
"005","outside","01",2,"invalid","high",15,0,0,0.330537528414425,1,1
"005","outside","01",1,"valid","high",32,1,1,0.421312734837556,1,0
"005","outside","01",2,"invalid","high",8,0,0,0.6841464626159,1,1
"005","outside","01",2,"invalid","high",11,0,0,0.328345435715164,1,0
"005","outside","01",4,"invalid","low",60,1,1,0.392110156084527,1,1
"005","outside","01",2,"invalid","high",25,1,1,0.372005378929316,1,0
"005","outside","01",3,"valid","low",58,1,1,0.676411117365205,1,1
"005","outside","01",2,"invalid","high",23,1,1,0.434949723057798,1,1
"005","outside","01",2,"invalid","high",30,1,1,0.27733984095903,1,1
"005","outside","01",1,"valid","high",23,1,1,0.35873815848754,1,1
"005","outside","01",1,"valid","high",33,1,1,0.333081500601111,1,1
"005","outside","01",4,"invalid","low",40,0,0,0.447455130914022,1,1
"005","outside","01",4,"invalid","low",55,1,1,0.478513156544068,1,0
"005","outside","01",1,"valid","high",19,1,1,0.40138439500879,1,0
"005","outside","01",4,"invalid","low",65,1,1,0.505332496555639,1,0
"005","outside","01",1,"valid","high",30,1,1,0.444831845648878,1,0
"005","outside","01",2,"invalid","high",5,0,0,0.361089991944027,1,1
"005","outside","01",1,"valid","high",8,0,0,0.332213007579412,1,1
"005","outside","01",3,"valid","low",55,1,1,0.487268162127293,1,1
"005","outside","01",3,"valid","low",45,0,0,0.513944380829344,1,0
"005","outside","01",4,"invalid","low",37,0,0,0.437496822585672,1,1
"005","outside","01",3,"valid","low",40,0,0,0.45508667676404,1,1
"005","outside","01",4,"invalid","low",38,0,0,0.493456517939194,1,0
"005","outside","01",4,"invalid","low",59,1,1,0.41719732421916,1,0
"005","outside","01",1,"valid","high",16,0,0,0.348803343793406,1,0
"005","outside","01",1,"valid","high",24,1,1,0.268751320942101,1,1
"005","outside","01",3,"valid","low",68,1,1,0.346755534268596,1,0
"005","outside","01",3,"valid","low",38,0,0,0.425932988546265,1,0
"005","outside","01",4,"invalid","low",39,0,0,0.510697789151891,1,1
"005","outside","01",2,"invalid","high",22,1,1,0.301323097115528,1,1
"005","outside","01",1,"valid","high",2,0,0,0.310234987297008,1,1
"005","outside","01",1,"valid","high",36,1,1,0.390753576262796,1,1
"005","outside","01",3,"valid","low",41,0,1,0.469258350931341,0,0
"005","outside","01",3,"valid","low",52,0,0,0.46717952921972,1,1
"005","outside","01",2,"invalid","high",6,0,0,0.29853236344934,1,0
"005","outside","01",1,"valid","high",10,0,0,0.298682963511965,1,0
"005","outside","01",4,"invalid","low",68,1,1,0.393914933556516,1,1
"005","outside","01",2,"invalid","high",35,1,1,0.378876249178575,1,0
"005","outside","01",4,"invalid","low",56,1,1,0.465835744871583,1,1
"005","outside","01",2,"invalid","high",4,0,0,0.46615804771136,1,1
"005","outside","01",3,"valid","low",62,1,0,0.577208977734699,0,1
"005","outside","01",3,"valid","low",39,0,0,0.356689784199261,1,1
"005","outside","01",1,"valid","high",28,1,1,0.331247945116047,1,1
"005","outside","01",2,"invalid","high",2,0,0,0.403655146463279,1,1
"005","outside","01",3,"valid","low",70,1,1,0.372506216430338,1,0
"005","outside","01",3,"valid","low",63,1,1,0.367718835270352,1,0
"005","outside","01",3,"valid","low",60,1,1,0.530826393325697,1,1
"005","outside","01",4,"invalid","low",71,1,1,0.372020622544369,1,0
"005","outside","01",4,"invalid","low",41,0,0,0.458229001305881,1,1
"005","outside","01",4,"invalid","low",48,0,0,0.437103844800731,1,1
"005","outside","01",3,"valid","low",69,1,1,0.320109959538968,1,1
"005","outside","01",3,"valid","low",64,1,1,0.319695254565886,1,0
"005","outside","01",1,"valid","high",5,0,0,0.534899939357274,1,1
"005","outside","01",4,"invalid","low",70,1,1,0.556672525352042,1,0
"005","outside","01",1,"valid","high",25,1,1,0.412309586969059,1,1
"005","outside","01",2,"invalid","high",9,0,0,0.604335508833174,1,0
"005","outside","01",3,"valid","low",71,1,1,0.379738562154671,1,0
"005","outside","01",2,"invalid","high",31,1,1,0.255334950910765,1,1
"005","outside","01",3,"valid","low",57,1,1,0.351764479040867,1,0
"005","outside","01",3,"valid","low",67,1,1,0.387585653286806,1,0
"005","outside","01",4,"invalid","low",49,0,1,0.592101077589177,0,0
"005","outside","01",3,"valid","low",48,0,1,0.60988186384202,0,1
"005","outside","01",2,"invalid","high",17,0,0,0.386834207947686,1,0
"005","outside","01",2,"invalid","high",1,0,0,0.399726328949328,1,1
"005","outside","01",2,"invalid","high",18,0,0,0.474096869234927,1,0
"005","outside","01",4,"invalid","low",58,1,0,0.699916788315022,0,0
"005","outside","01",1,"valid","high",22,1,1,0.400322912384581,1,0
"005","outside","01",3,"valid","low",72,1,1,0.585412603290024,1,0
"005","outside","01",3,"valid","low",54,0,0,0.336889040929236,1,0
"005","outside","01",3,"valid","low",43,0,1,0.557610708099674,0,1
"005","outside","01",3,"valid","low",53,0,0,0.320821010664076,1,0
"005","outside","01",1,"valid","high",20,1,1,0.456389462324296,1,0
"005","outside","01",1,"valid","high",31,1,1,0.418008218912291,1,0
"005","outside","01",1,"valid","high",26,1,1,0.51286978923963,1,0
"005","outside","01",1,"valid","high",3,0,0,0.363898128758592,1,0
"005","outside","01",4,"invalid","low",42,0,1,0.329970429575042,0,1
"005","outside","01",3,"valid","low",46,0,0,0.379431550205481,1,0
"005","outside","01",3,"valid","low",49,0,0,0.364761384662415,1,1
"005","outside","01",2,"invalid","high",19,1,1,0.31836108610878,1,0
"005","outside","01",3,"valid","low",51,0,0,0.441419412782125,1,1
"005","outside","01",2,"invalid","high",33,1,1,0.377384285540757,1,0
"005","outside","01",2,"invalid","high",16,0,0,0.600479277003615,1,0
"005","outside","01",1,"valid","high",13,0,0,0.317320275789825,1,1
"005","outside","01",4,"invalid","low",57,1,1,0.47188900796391,1,0
"005","outside","01",2,"invalid","high",10,0,0,0.404880007212341,1,0
"005","outside","01",1,"valid","high",18,0,0,0.332795026606618,1,0
"005","outside","01",3,"valid","low",61,1,1,0.390022698731627,1,0
"005","outside","01",2,"invalid","high",24,1,1,0.371973722361872,1,0
