,subj_idx,status,runid,condition,cue,coherence,image_index,stim,response,rt,accuracy,stimulus_side,cond,Sn_vals,med_dists,Outliers
839,3,inside,3,3,valid,low,68,1,1,0.6500028049422328,1,0,valid_low,0.151379,0.14145426862887678,False
840,3,inside,3,4,invalid,low,67,1,1,0.551113068459927,1,1,invalid_low,0.151379,0.11753080001744909,False
841,3,inside,3,1,valid,high,24,1,1,0.5937405781405689,1,0,valid_high,0.151379,0.1197312252133999,False
842,3,inside,3,4,invalid,low,65,1,1,0.485282308054593,1,0,invalid_low,0.151379,0.14309362134554193,False
843,3,inside,3,2,invalid,high,26,1,1,0.46208768553515295,1,1,invalid_high,0.151379,0.14916449200518417,False
844,3,inside,3,1,valid,high,8,0,0,0.5632478338757211,1,0,valid_high,0.151379,0.11536896387224294,False
845,3,inside,3,3,valid,low,65,1,1,0.6195286330630551,1,1,valid_low,0.151379,0.12952036439037307,False
846,3,inside,3,4,invalid,low,71,1,1,0.543007040014345,1,1,invalid_low,0.151379,0.12009526552128597,False
847,3,inside,3,3,valid,low,59,1,1,0.574557117726727,1,0,valid_low,0.151379,0.11412146718612293,False
848,3,inside,3,1,valid,high,15,0,0,0.8087596955328991,1,1,valid_high,0.151379,0.258685342764693,False
849,3,inside,3,3,valid,low,37,0,0,0.573399550120484,1,0,valid_low,0.151379,0.11350297324406788,False
850,3,inside,3,4,invalid,low,47,0,0,0.6131884878250279,1,0,invalid_low,0.151379,0.1267390733710279,False
851,3,inside,3,2,invalid,high,29,1,1,0.678616797747964,1,1,invalid_high,0.151379,0.15360435478760404,False
852,3,inside,3,4,invalid,low,52,0,0,0.643892518885878,1,1,invalid_low,0.151379,0.14112203326749295,False
853,3,inside,3,1,valid,high,11,0,0,0.4603900564034121,1,1,valid_high,0.151379,0.149720757682189,False
854,3,inside,3,1,valid,high,29,1,1,0.597566027508037,1,0,valid_high,0.151379,0.119999132730299,False
855,3,inside,3,1,valid,high,3,0,0,0.521049689006759,1,1,valid_high,0.151379,0.12976627688749398,False
856,3,inside,3,1,valid,high,19,1,1,0.48091965361891204,1,1,valid_high,0.151379,0.140997001224605,False
857,3,inside,3,3,valid,low,50,0,0,0.626569205056512,1,1,valid_low,0.151379,0.13154798871346385,False
858,3,inside,3,1,valid,high,36,1,1,0.5173826923692101,1,1,valid_high,0.151379,0.13098597353473485,False
859,3,inside,4,1,valid,high,16,0,0,0.502770485618385,1,0,valid_high,0.151379,0.13627113424081405,False
860,3,inside,4,1,valid,high,3,0,0,0.48853364554725,1,1,valid_high,0.151379,0.142849964517609,False
861,3,inside,4,3,valid,low,58,1,1,0.554729286076508,1,1,valid_low,0.151379,0.11765654520513702,False
862,3,inside,4,3,valid,low,57,1,1,0.696124690104625,1,1,valid_low,0.151379,0.16573151205830106,False
863,3,inside,4,2,invalid,high,13,0,0,0.545201365444882,1,0,invalid_high,0.151379,0.1190415513674451,False
864,3,inside,4,2,invalid,high,12,0,0,1.00845024572209,1,0,invalid_high,0.151379,0.4491914435066091,False
865,3,inside,4,2,invalid,high,14,0,0,0.590285370572929,1,0,invalid_high,0.151379,0.11892623497351407,False
866,3,inside,4,3,valid,low,52,0,0,0.640331284922468,1,1,valid_low,0.151379,0.13928192695948405,False
867,3,inside,4,2,invalid,high,29,1,1,0.477566894777738,1,1,invalid_high,0.151379,0.14377811425219994,False
868,3,inside,4,1,valid,high,6,0,0,0.648800389582902,1,0,valid_high,0.151379,0.14025185326954592,False
869,3,inside,4,1,valid,high,24,1,1,0.58397937783684,1,1,valid_high,0.151379,0.11571420442760394,False
870,3,inside,4,2,invalid,high,30,1,1,0.564507131044593,1,1,invalid_high,0.151379,0.11513204418588396,False
871,3,inside,4,2,invalid,high,26,1,1,0.5918142023783729,1,1,invalid_high,0.151379,0.11938779543834199,False
872,3,inside,4,1,valid,high,36,1,1,0.493470667677684,1,0,valid_high,0.151379,0.14045196416100203,False
873,3,inside,4,1,valid,high,20,1,1,0.5426428342707371,1,1,valid_high,0.151379,0.12008859934303484,False
874,3,inside,4,3,valid,low,45,0,0,0.656014458783829,1,0,valid_low,0.151379,0.139070926717068,False
875,3,inside,4,4,invalid,low,58,1,1,0.591980051339306,1,1,invalid_low,0.151379,0.11922194647740891,False
876,3,inside,4,4,invalid,low,69,1,1,0.6473746685906011,1,1,invalid_low,0.151379,0.1402922256011151,False
877,3,inside,4,2,invalid,high,35,1,1,0.42164073766161897,1,1,invalid_high,0.151379,0.1640738320556921,False
878,3,inside,4,4,invalid,low,53,0,0,0.709211605546443,1,1,invalid_low,0.151379,0.17478541125819913,False
879,3,inside,4,1,valid,high,22,1,1,0.48478046638865596,1,0,valid_high,0.151379,0.14277923610188697,False
880,3,inside,4,4,invalid,low,50,0,0,0.518067410514959,1,0,invalid_low,0.151379,0.13030125538898596,False
881,3,inside,4,3,valid,low,38,0,1,0.7588321902430829,0,0,valid_low,0.151379,0.21257035185499185,False
882,3,inside,4,3,valid,low,42,0,1,0.7942902621707622,0,0,valid_low,0.151379,0.2461416983023812,False
883,3,inside,4,3,valid,low,49,0,1,0.7083958495168191,0,1,valid_low,0.151379,0.17416821657525416,False
884,3,inside,4,1,valid,high,17,0,0,0.8195839340023671,1,1,valid_high,0.151379,0.26847086554244004,False
885,3,inside,4,4,invalid,low,48,0,0,0.607716288157462,1,0,invalid_low,0.151379,0.12312259495865896,False
886,3,inside,4,4,invalid,low,44,0,0,0.5562818230519039,1,0,invalid_low,0.151379,0.11736902352686185,False
887,3,inside,4,2,invalid,high,11,0,0,0.42897231762617605,1,0,invalid_high,0.151379,0.16011522038843395,False
888,3,inside,4,2,invalid,high,1,0,0,0.49809909936266206,1,0,invalid_high,0.151379,0.13758857195580287,False
889,3,inside,4,4,invalid,low,52,0,0,0.484065390300202,1,0,invalid_low,0.151379,0.142230757535799,False
890,3,inside,4,4,invalid,low,61,1,1,0.48435875684572205,1,1,invalid_low,0.151379,0.14235752655895306,False
891,3,inside,4,4,invalid,low,62,1,1,0.6589104801159921,1,0,invalid_low,0.151379,0.1408430696010331,False
892,3,inside,4,1,valid,high,14,0,0,0.5894007460919971,1,0,valid_high,0.151379,0.11893201671455317,False
893,3,inside,4,1,valid,high,19,1,1,0.547767358120836,1,1,valid_high,0.151379,0.11879504049465994,False
894,3,inside,4,2,invalid,high,34,1,1,0.492104062380349,1,1,invalid_high,0.151379,0.14160285938396588,False
895,3,inside,4,3,valid,low,71,1,1,0.588685294177594,1,1,valid_low,0.151379,0.118476451237712,False
896,3,inside,4,4,invalid,low,40,0,1,0.6660224266561271,0,1,invalid_low,0.151379,0.14512921202185713,False
897,3,inside,4,1,valid,high,34,1,1,0.723884675117915,1,0,valid_high,0.151379,0.182050662818255,False
898,3,inside,4,4,invalid,low,42,0,0,0.6599401821176801,1,1,invalid_low,0.151379,0.14187277160272116,False
899,3,inside,4,3,valid,low,59,1,1,0.8426689053321751,1,0,valid_low,0.151379,0.28964162688407613,False
900,3,inside,4,1,valid,high,28,1,1,0.553467659894523,1,1,valid_high,0.151379,0.11740816077917798,False
901,3,inside,4,3,valid,low,40,0,0,0.545063254470733,1,1,valid_low,0.151379,0.11917966234159405,False
902,3,inside,4,3,valid,low,37,0,1,0.7048890369296709,0,1,valid_low,0.151379,0.1710906813168538,False
903,3,inside,4,1,valid,high,1,0,0,0.5414102026361429,1,0,valid_high,0.151379,0.12112146170329707,False
904,3,inside,4,2,invalid,high,24,1,1,0.562039628915045,1,1,invalid_high,0.151379,0.11554491682909407,False
905,3,inside,4,3,valid,low,56,1,1,0.621345009029938,1,0,valid_low,0.151379,0.13090402517355,False
906,3,inside,4,2,invalid,high,32,1,1,0.624114157594704,1,1,invalid_high,0.151379,0.13064348991702002,False
907,3,inside,4,2,invalid,high,2,0,0,0.655385550289793,1,0,invalid_high,0.151379,0.13957816919037191,False
908,3,inside,4,1,valid,high,7,0,0,0.529957513456793,1,1,valid_high,0.151379,0.12542803683299997,False
910,3,inside,4,1,valid,high,25,1,1,0.950930655032607,1,0,valid_high,0.151379,0.39380782226271493,False
911,3,inside,4,2,invalid,high,8,0,0,0.6771537127497139,1,0,invalid_high,0.151379,0.15214126978935394,False
912,3,inside,4,2,invalid,high,33,1,0,0.6230046322662021,0,1,invalid_high,0.151379,0.12985123533962883,False
913,3,inside,4,3,valid,low,69,1,1,0.546709278582966,1,0,valid_low,0.151379,0.11862422831109104,False
914,3,inside,4,4,invalid,low,68,1,1,0.6676784941764711,1,0,invalid_low,0.151379,0.1466288051697121,False
915,3,inside,4,4,invalid,low,37,0,1,0.618370114767458,0,0,invalid_low,0.151379,0.12952746636074208,False
916,3,inside,4,3,valid,low,47,0,0,0.685263147342084,1,1,valid_low,0.151379,0.15740575799009104,False
917,3,inside,4,3,valid,low,51,0,0,0.5554908346921371,1,0,valid_low,0.151379,0.11736403217309999,False
918,3,inside,4,3,valid,low,66,1,1,0.5900949954184399,1,0,valid_low,0.151379,0.11887094946632693,False
919,3,inside,4,1,valid,high,2,0,0,0.532076777491966,1,1,valid_high,0.151379,0.12515106555201805,False
920,3,inside,4,3,valid,low,72,1,1,0.553975243746208,1,0,valid_low,0.151379,0.11731864731700703,False
921,3,inside,4,1,valid,high,23,1,1,0.820542577865126,1,1,valid_high,0.151379,0.26942950940519894,False
922,3,inside,4,4,invalid,low,41,0,0,0.5750761086737839,1,1,invalid_low,0.151379,0.11457595535421189,False
923,3,inside,4,3,valid,low,61,1,1,0.718782470502447,1,1,valid_low,0.151379,0.17856092223792108,False
924,3,inside,4,4,invalid,low,59,1,1,0.7328795452613119,1,0,invalid_low,0.151379,0.1897532754564959,False
925,3,inside,4,2,invalid,high,18,0,0,0.5626421502311129,1,1,invalid_high,0.151379,0.11494239551302621,False
926,3,inside,4,4,invalid,low,56,1,0,0.6728548668652371,0,0,invalid_low,0.151379,0.14784242390487712,False
927,3,inside,4,1,valid,high,12,0,0,0.675190179335914,1,0,valid_high,0.151379,0.15017773637555398,False
928,3,inside,4,4,invalid,low,55,1,1,0.691104802031987,1,1,invalid_low,0.151379,0.161147288575194,False
929,3,inside,4,2,invalid,high,23,1,1,0.5532733812960939,1,0,invalid_high,0.151379,0.11721388218074896,False
930,3,inside,4,2,invalid,high,17,0,0,0.529020029738604,1,0,invalid_high,0.151379,0.12481766308474102,False
931,3,inside,5,2,invalid,high,4,0,0,0.900620187210734,1,1,invalid_high,0.151379,0.3443383641588301,False
932,3,inside,5,2,invalid,high,1,0,0,0.47139762210827,1,1,invalid_high,0.151379,0.14519202275914794,False
933,3,inside,5,2,invalid,high,10,0,0,0.46225743823379206,1,1,invalid_high,0.151379,0.14899473930654505,False
934,3,inside,5,4,invalid,low,37,0,0,0.639669911050078,1,1,invalid_low,0.151379,0.13862055308709398,False
935,3,inside,5,4,invalid,low,41,0,1,0.528936740847712,0,0,invalid_low,0.151379,0.12473437419384908,False
936,3,inside,5,1,valid,high,9,0,0,0.6948219036021329,1,0,valid_high,0.151379,0.16486439014533993,False
937,3,inside,5,3,valid,low,48,0,0,0.5246128984017561,1,1,valid_low,0.151379,0.12750648124983888,False
938,3,inside,5,1,valid,high,14,0,0,0.53531553094399,1,0,valid_high,0.151379,0.12452861901238099,False
939,3,inside,5,2,invalid,high,19,1,1,0.45413945270956896,1,0,invalid_high,0.151379,0.14961375835264307,False
940,3,inside,5,2,invalid,high,7,0,0,0.639041619859199,1,1,invalid_high,0.151379,0.13799226189621505,False
941,3,inside,5,4,invalid,low,64,1,1,0.501049357962984,1,1,invalid_low,0.151379,0.13642260549568097,False
942,3,inside,5,1,valid,high,8,0,0,0.526020390345366,1,1,valid_high,0.151379,0.12633808964665116,False
944,3,inside,5,3,valid,low,58,1,1,0.679639175230477,1,1,valid_low,0.151379,0.15462673227011703,False
945,3,inside,5,4,invalid,low,47,0,0,0.5669666916437559,1,0,invalid_low,0.151379,0.11346208677559794,False
946,3,inside,5,1,valid,high,34,1,1,0.6209967612758189,1,0,valid_high,0.151379,0.13055577741943097,False
947,3,inside,5,4,invalid,low,50,0,0,0.590035869479834,1,0,invalid_low,0.151379,0.11881182352772102,False
948,3,inside,5,3,valid,low,45,0,0,0.566920888519235,1,1,valid_low,0.151379,0.11341628365107698,False
949,3,inside,5,3,valid,low,38,0,1,0.643402766305371,0,0,valid_low,0.151379,0.14129498546753905,False
950,3,inside,5,4,invalid,low,63,1,1,0.7574653736173791,1,0,invalid_low,0.151379,0.21120353522928803,False
951,3,inside,5,3,valid,low,72,1,1,0.553547299405182,1,0,valid_low,0.151379,0.11748780028983702,False
952,3,inside,5,1,valid,high,11,0,0,0.5857145697173111,1,0,valid_high,0.151379,0.11744939630807505,False
953,3,inside,5,1,valid,high,20,1,1,0.468265173409236,1,1,valid_high,0.151379,0.147136309869438,False
954,3,inside,5,3,valid,low,67,1,1,0.637471963458665,1,0,valid_low,0.151379,0.13683509030306595,False
955,3,inside,5,3,valid,low,53,0,0,0.596245387197996,1,1,valid_low,0.151379,0.12106445453900994,False
956,3,inside,5,2,invalid,high,23,1,1,0.68867858491285,1,1,invalid_high,0.151379,0.15885606806614294,False
957,3,inside,5,1,valid,high,25,1,0,0.546857910941981,0,1,valid_high,0.151379,0.118772860670106,False
958,3,inside,5,2,invalid,high,28,1,1,0.602002593614088,1,1,invalid_high,0.151379,0.12037116292412997,False
959,3,inside,5,4,invalid,low,72,1,1,0.674454933599918,1,1,invalid_low,0.151379,0.14944249063955806,False
960,3,inside,5,2,invalid,high,33,1,1,0.611636874024043,1,0,invalid_high,0.151379,0.125187459570043,False
961,3,inside,5,3,valid,low,71,1,1,0.602652851335733,1,0,valid_low,0.151379,0.11993367979266595,False
962,3,inside,5,2,invalid,high,36,1,1,0.506465402009781,1,0,invalid_high,0.151379,0.13563944656198113,False
963,3,inside,5,3,valid,low,70,1,1,0.595774543022344,1,0,valid_low,0.151379,0.12149551667789599,False
964,3,inside,5,3,valid,low,63,1,1,0.560618052844802,1,1,valid_low,0.151379,0.11653565990491188,False
965,3,inside,5,2,invalid,high,31,1,1,0.619695069179215,1,1,invalid_high,0.151379,0.12968680050653303,False
966,3,inside,5,3,valid,low,43,0,1,0.7867528167971609,0,1,valid_low,0.151379,0.2389042577815409,False
967,3,inside,5,4,invalid,low,46,0,0,0.6421048485717621,1,1,invalid_low,0.151379,0.14084039969748108,False
968,3,inside,5,1,valid,high,23,1,1,0.5951904600351551,1,0,valid_high,0.151379,0.12091143369070706,False
969,3,inside,5,1,valid,high,36,1,1,0.531718960797662,1,1,valid_high,0.151379,0.12479324885771403,False
970,3,inside,5,4,invalid,low,57,1,1,0.474009352927169,1,1,invalid_low,0.151379,0.1434866537692871,False
971,3,inside,5,1,valid,high,35,1,1,0.8887043764480042,1,0,valid_high,0.151379,0.3339750903714962,False
972,3,inside,5,2,invalid,high,18,0,0,0.6022013982255879,1,0,invalid_high,0.151379,0.12017235831263007,False
973,3,inside,5,2,invalid,high,14,0,0,0.590517130547596,1,0,invalid_high,0.151379,0.11906807523519103,False
974,3,inside,5,1,valid,high,21,1,0,0.6464772382023511,0,1,valid_high,0.151379,0.1398592878022098,False
975,3,inside,5,4,invalid,low,62,1,0,0.8898869330041629,0,0,invalid_low,0.151379,0.33515764692765493,False
976,3,inside,5,4,invalid,low,61,1,1,0.817564195500381,1,1,invalid_low,0.151379,0.266842161359363,False
977,3,inside,5,1,valid,high,12,0,1,0.544375991301422,0,0,valid_high,0.151379,0.11986692551090505,False
978,3,inside,5,3,valid,low,42,0,1,0.881215060573595,0,1,valid_low,0.151379,0.3267855347767179,False
979,3,inside,5,4,invalid,low,38,0,1,0.574757118896741,0,1,invalid_low,0.151379,0.11425696557716897,False
980,3,inside,5,4,invalid,low,49,0,0,0.7739482536071591,1,0,invalid_low,0.151379,0.22618089548632314,False
981,3,inside,5,4,invalid,low,68,1,1,0.723301385640298,1,0,invalid_low,0.151379,0.181467373340638,False
982,3,inside,5,1,valid,high,5,0,0,0.612675122276414,1,1,valid_high,0.151379,0.126225707822414,False
983,3,inside,5,2,invalid,high,29,1,1,0.590508422728817,1,1,invalid_high,0.151379,0.11907678305397007,False
984,3,inside,5,1,valid,high,33,1,1,0.459495076789608,1,1,valid_high,0.151379,0.149735826157666,False
985,3,inside,5,3,valid,low,55,1,1,0.613073803369844,1,0,valid_low,0.151379,0.126624388915844,False
986,3,inside,5,2,invalid,high,20,1,1,0.46547228513736605,1,0,invalid_high,0.151379,0.1476015182324779,False
987,3,inside,5,4,invalid,low,58,1,1,0.611874495603843,1,1,invalid_low,0.151379,0.12542508114984302,False
988,3,inside,5,1,valid,high,28,1,1,0.5734664958272329,1,0,valid_high,0.151379,0.11343602753731907,False
989,3,inside,5,4,invalid,low,44,0,1,0.7478975811282,0,1,invalid_low,0.151379,0.20303307390440695,False
990,3,inside,5,2,invalid,high,15,0,1,0.480227118341645,0,0,invalid_high,0.151379,0.14161612980569804,False
991,3,inside,5,1,valid,high,15,0,0,0.734381410053174,1,0,valid_high,0.151379,0.191255140248358,False
992,3,inside,5,2,invalid,high,5,0,0,0.618125646647968,1,0,invalid_high,0.151379,0.129592001100718,False
993,3,inside,5,2,invalid,high,3,0,0,0.559258802215481,1,1,invalid_high,0.151379,0.11613003479942607,False
994,3,inside,5,3,valid,low,62,1,0,0.675388837014907,0,0,valid_low,0.151379,0.15037639405454706,False
995,3,inside,5,3,valid,low,41,0,0,0.696028167669283,1,1,valid_low,0.151379,0.16563498962295908,False
996,3,inside,5,1,valid,high,3,0,0,0.5050966275121029,1,1,valid_high,0.151379,0.13619312945957007,False
997,3,inside,5,1,valid,high,17,0,0,0.594610220783579,1,1,valid_high,0.151379,0.12060086785640994,False
998,3,inside,5,3,valid,low,68,1,1,0.751024299936034,1,0,valid_low,0.151379,0.20582293449115208,False
999,3,inside,5,3,valid,low,49,0,0,0.666299758229798,1,0,valid_low,0.151379,0.14540654359552807,False
1000,3,inside,5,4,invalid,low,60,1,1,0.846771382450243,1,0,invalid_low,0.151379,0.293744104002144,False
1001,3,inside,5,4,invalid,low,52,0,0,0.6972566517488299,1,0,invalid_low,0.151379,0.16553769095116788,False
1002,3,outside,1,3,valid,low,42,0,1,0.5720058043666539,0,1,valid_low,0.151379,0.11251072757704594,False
1004,3,outside,1,3,valid,low,59,1,1,0.5659475206111889,1,0,valid_low,0.151379,0.1136916546192881,False
1005,3,outside,1,3,valid,low,50,0,0,0.8045677830264141,1,1,valid_low,0.151379,0.2564192191580331,False
1006,3,outside,1,4,invalid,low,61,1,0,0.670462969793334,0,1,invalid_low,0.151379,0.14710122570704698,False
1007,3,outside,1,3,valid,low,39,0,1,0.843872055132579,0,0,valid_low,0.151379,0.29084477668448006,False
1008,3,outside,1,4,invalid,low,37,0,0,0.707161745415306,1,1,invalid_low,0.151379,0.1733633898024889,False
1009,3,outside,1,1,valid,high,19,1,1,0.6196346557781,1,0,valid_high,0.151379,0.12962638710541796,False
1010,3,outside,1,3,valid,low,53,0,1,0.8721665801072049,0,0,valid_low,0.151379,0.31788616300400496,False
1011,3,outside,1,2,invalid,high,4,0,0,0.5757457124996109,1,1,invalid_high,0.151379,0.11524555918003893,False
1012,3,outside,1,4,invalid,low,55,1,0,0.9641104272732259,0,0,invalid_low,0.151379,0.4069875945033339,False
1013,3,outside,1,4,invalid,low,56,1,1,0.802936213539851,1,1,invalid_low,0.151379,0.25478764967147005,False
1014,3,outside,1,1,valid,high,14,0,1,0.9132251991131851,0,1,valid_high,0.151379,0.35610236634329306,False
1015,3,outside,1,2,invalid,high,7,0,1,0.9564208626316031,0,1,invalid_high,0.151379,0.39929802986171103,False
1017,3,outside,1,4,invalid,low,67,1,0,0.900347122540552,0,1,invalid_low,0.151379,0.34406529948864817,False
1018,3,outside,1,1,valid,high,32,1,1,0.615706432883144,1,0,valid_high,0.151379,0.12916066590560094,False
1020,3,outside,1,4,invalid,low,65,1,1,0.49044098385638796,1,0,invalid_low,0.151379,0.14229995739378903,False
1021,3,outside,1,2,invalid,high,6,0,0,0.66253166433944,1,0,invalid_high,0.151379,0.14271526115135202,False
1022,3,outside,1,3,valid,low,64,1,1,0.7112019978167149,1,1,valid_low,0.151379,0.17634600794281208,False
1023,3,outside,1,1,valid,high,33,1,1,0.428085050271875,1,1,valid_high,0.151379,0.161002487742735,False
1024,3,outside,1,1,valid,high,28,1,1,0.28758396895045696,1,1,valid_high,0.151379,0.275152818681818,False
1025,3,outside,1,4,invalid,low,42,0,1,0.4335030996639939,0,1,invalid_low,0.151379,0.15647840124893192,False
1026,3,outside,1,4,invalid,low,57,1,0,0.344127708513042,0,1,invalid_low,0.151379,0.2191201253626791,False
1027,3,outside,1,2,invalid,high,25,1,1,0.455893978871245,1,1,invalid_high,0.151379,0.15027659064981003,False
1028,3,outside,1,2,invalid,high,29,1,1,0.5085485363133561,1,0,invalid_high,0.151379,0.13438311477693787,False
1029,3,outside,1,1,valid,high,24,1,1,0.389076738682434,1,0,valid_high,0.151379,0.18045771899369398,False
1030,3,outside,1,2,invalid,high,9,0,0,0.47170792316001103,1,0,invalid_high,0.151379,0.14521647141509703,False
1031,3,outside,1,4,invalid,low,69,1,1,0.612747419849256,1,1,invalid_low,0.151379,0.12629800539525599,False
1032,3,outside,1,2,invalid,high,32,1,1,0.256456278475525,1,1,invalid_high,0.151379,0.30628050915675,False
1033,3,outside,1,2,invalid,high,21,1,1,0.291568864658984,1,1,invalid_high,0.151379,0.27116792297329095,False
1034,3,outside,1,4,invalid,low,49,0,0,0.41890394991787605,1,1,invalid_low,0.151379,0.16445441251926207,False
1035,3,outside,1,3,valid,low,61,1,1,0.494141455632416,1,1,valid_low,0.151379,0.13978117620627,False
1036,3,outside,1,2,invalid,high,1,0,0,0.347661620085546,1,1,invalid_high,0.151379,0.21558621379017506,False
1037,3,outside,1,1,valid,high,17,0,0,0.36258242331678003,1,0,valid_high,0.151379,0.201924707727813,False
1038,3,outside,1,3,valid,low,43,0,0,0.6534090878271851,1,1,valid_low,0.151379,0.14056725968885075,False
1039,3,outside,1,4,invalid,low,52,0,0,0.5943824848936861,1,0,invalid_low,0.151379,0.12037313196651706,False
1040,3,outside,1,4,invalid,low,53,0,0,0.44045027756101296,1,0,invalid_low,0.151379,0.15136392481735994,False
1041,3,outside,1,4,invalid,low,62,1,1,0.582231471834803,1,1,invalid_low,0.151379,0.11410324240523595,False
1042,3,outside,1,3,valid,low,54,0,0,0.8198407468803449,1,0,valid_low,0.151379,0.2687276784204179,False
1043,3,outside,1,3,valid,low,62,1,0,0.500636873155599,0,0,valid_low,0.151379,0.13683509030306595,False
1044,3,outside,1,1,valid,high,13,0,0,0.368403362452682,1,1,valid_high,0.151379,0.1975441581585069,False
1045,3,outside,1,3,valid,low,55,1,1,0.5234753728022951,1,1,valid_low,0.151379,0.1273405930919579,False
1046,3,outside,1,2,invalid,high,13,0,0,0.48476703477854205,1,1,invalid_high,0.151379,0.14276580449177306,False
1047,3,outside,1,3,valid,low,71,1,0,0.6099370488664139,0,1,valid_low,0.151379,0.12465474081182087,False
1048,3,outside,1,2,invalid,high,10,0,0,0.339922652394307,1,1,invalid_high,0.151379,0.22332518148141406,False
1049,3,outside,1,4,invalid,low,50,0,0,0.245132737263702,1,1,invalid_low,0.151379,0.317604050368573,False
1050,3,outside,1,1,valid,high,26,1,1,0.228016427876355,1,0,valid_high,0.151379,0.33472035975591996,False
1051,3,outside,1,3,valid,low,41,0,0,0.32696028934742605,1,1,valid_low,0.151379,0.23577649828484892,False
1052,3,outside,1,2,invalid,high,5,0,0,0.30379638688737004,1,0,invalid_high,0.151379,0.25894040074490493,False
1053,3,outside,1,1,valid,high,4,0,0,0.202905447658395,1,1,valid_high,0.151379,0.35983133997387995,False
1054,3,outside,1,2,invalid,high,22,1,1,0.290082299853111,1,0,invalid_high,0.151379,0.27265448777916396,False
1055,3,outside,1,4,invalid,low,41,0,0,0.33138966571414097,1,0,invalid_low,0.151379,0.2318581681615801,False
1056,3,outside,1,1,valid,high,10,0,0,0.21457474055432602,1,1,valid_high,0.151379,0.34816204707794896,False
1057,3,outside,1,1,valid,high,29,1,1,0.26240196049729997,1,0,valid_high,0.151379,0.300334827134975,False
1058,3,outside,1,3,valid,low,47,0,0,0.35751747498852604,1,0,valid_low,0.151379,0.20573035888719504,False
1059,3,outside,1,4,invalid,low,63,1,0,0.5694947949159539,0,0,invalid_low,0.151379,0.11238495669931614,False
1060,3,outside,1,4,invalid,low,40,0,0,0.8723313415293891,1,0,invalid_low,0.151379,0.3180509244261891,False
1062,3,outside,1,3,valid,low,57,1,1,0.5653281202671679,1,0,valid_low,0.151379,0.11431105496330907,False
1063,3,outside,1,2,invalid,high,26,1,0,0.404086975938753,0,1,invalid_high,0.151379,0.17329929702691504,False
1064,3,outside,1,4,invalid,low,48,0,0,0.942347880118632,1,0,invalid_low,0.151379,0.38522504734873997,False
1065,3,outside,1,3,valid,low,60,1,1,0.6234145749817801,1,0,valid_low,0.151379,0.1299439073040961,False
1066,3,outside,1,4,invalid,low,47,0,1,0.33994040136713,0,0,invalid_low,0.151379,0.22330743250859109,False
1067,3,outside,1,2,invalid,high,18,0,0,0.602979921692167,1,0,invalid_high,0.151379,0.12026075014909993,False
1068,3,outside,1,3,valid,low,58,1,0,0.813551686668688,0,0,valid_low,0.151379,0.2628296525276701,False
1069,3,outside,1,1,valid,high,12,0,0,0.887548005759527,1,0,valid_high,0.151379,0.332818719683019,False
1070,3,outside,1,2,invalid,high,23,1,1,0.406925711939948,1,0,invalid_high,0.151379,0.17149651772979302,False
1071,3,outside,1,4,invalid,low,44,0,0,0.414264063865176,1,1,invalid_low,0.151379,0.167780528653111,False
1072,3,outside,1,1,valid,high,3,0,0,0.231550715127469,1,0,valid_high,0.151379,0.331186072504806,False
1073,3,outside,1,1,valid,high,7,0,0,0.40131229198505,1,1,valid_high,0.151379,0.17405141119434103,False
1074,3,outside,1,1,valid,high,11,0,0,0.224851154560383,1,1,valid_high,0.151379,0.337885633071892,False
1075,3,outside,1,1,valid,high,36,1,1,0.30238993876537296,1,1,valid_high,0.151379,0.260346848866902,False
1076,3,outside,1,2,invalid,high,14,0,0,0.436059499115345,1,0,invalid_high,0.151379,0.15422587145758399,False
1077,3,outside,1,3,valid,low,65,1,1,0.946395218176804,1,0,valid_low,0.151379,0.389272385406912,False
1078,3,outside,1,4,invalid,low,64,1,1,0.562736787632275,1,1,invalid_low,0.151379,0.11497840653555597,False
1079,3,outside,1,4,invalid,low,66,1,1,0.332071038186768,1,0,invalid_low,0.151379,0.2311767956889531,False
1080,3,outside,1,4,invalid,low,39,0,0,0.24119837164243998,1,0,invalid_low,0.151379,0.321538415989835,False
1081,3,outside,1,2,invalid,high,30,1,1,0.46806009622105205,1,0,invalid_high,0.151379,0.14693123268125402,False
1082,3,outside,1,1,valid,high,20,1,1,0.384920901505211,1,0,valid_high,0.151379,0.18315152149352804,False
1083,3,outside,1,1,valid,high,6,0,0,0.321128863539798,1,1,valid_high,0.151379,0.24160792409247694,False
1084,3,outside,1,2,invalid,high,3,0,0,0.36530884369813105,1,0,invalid_high,0.151379,0.199198287346462,False
1085,3,outside,1,1,valid,high,25,1,1,0.22098590394671203,1,0,valid_high,0.151379,0.34175088368556295,False
1086,3,outside,1,1,valid,high,27,1,1,0.36731073080136406,1,0,valid_high,0.151379,0.19863678980982485,False
1087,3,outside,1,1,valid,high,30,1,1,0.930100076192957,1,0,valid_high,0.151379,0.37297724342306493,False
1088,3,outside,1,2,invalid,high,33,1,1,0.301123738380738,1,0,invalid_high,0.151379,0.26161304925153694,False
1089,3,outside,1,2,invalid,high,27,1,1,0.342805293094898,1,1,invalid_high,0.151379,0.2204425407808231,False
1090,3,outside,1,3,valid,low,37,0,0,0.314618087954841,1,1,valid_low,0.151379,0.248118699677434,False
